RELDPTH	PARENTUIC	UIC	EDATE	SHORTDSCR	LONGDSCR	ORGTYPENAME	OFF	WO	ENL	CIV	AUTHTOT	CATCODE	SERVICE	GFMCOMPO	UTCAT	UTARMYCAT	UTSIZE	UTGFMSIZE	ID	PARENTID	FYDATE
10	W876AA	W87LAA	10/20/15	2-348 Rgt	Training Support Battalion (USAR)	Training Support Battalion (USAR)	21	0	83	0	104	UNIT	ARMY	RESERV	COMSPT	LOG	BN		72060793789257622	72060793789257968	20160930
10	W876AA	W85WAA	10/18/15	1-309 Rgt	Training Support Battalion (USAR)	Training Support Battalion (USAR)	21	0	61	0	82	UNIT	ARMY	RESERV	COMSPT	LOG	BN		72060793789259942	72060793789257968	20160930
10	W876AA	W85XAA	10/18/15	2-309 Rgt	Training Support Battalion (USAR)	Training Support Battalion (USAR)	21	0	61	0	82	UNIT	ARMY	RESERV	COMSPT	LOG	BN		72060793789259941	72060793789257968	20160930
10	W876AA	W877AA	10/17/15	2-312 Rgt	Training Support Battalion (USAR)	Training Support Battalion (USAR)	21	0	61	0	82	UNIT	ARMY	RESERV	COMSPT	LOG	BN		72060793789259939	72060793789257968	20160930
10	W876AA	W86LAA	10/17/15	3-312 Rgt	Training Support Battalion (USAR)	Training Support Battalion (USAR)	21	0	61	0	82	UNIT	ARMY	RESERV	COMSPT	LOG	BN		72060793789259943	72060793789257968	20160930
9	W8G6AA	W875AA	11/02/15	AR Ele HQ 157	Headquarters Infantry Brigade Combat Team (IBCT)(USAR)	Headquarters Infantry Brigade Combat Team (IBCT)(USAR)	9	2	15	0	26	UNIT	ARMY	RESERV	COMBAT	HQSTF	BDE		72060793789259929	72060793789311809	20160930
10	W875AA	W869AA	10/18/15	2-337 Rgt	Training Support Battalion (USAR)	Training Support Battalion (USAR)	21	0	61	0	82	UNIT	ARMY	RESERV	COMSPT	LOG	BN		72060793789259947	72060793789259929	20160930
10	W875AA	W868AA	10/18/15	2-338 Rgt	Training Support Battalion (USAR)	Training Support Battalion (USAR)	21	0	61	0	82	UNIT	ARMY	RESERV	COMSPT	LOG	BN		72060793789259946	72060793789259929	20160930
10	W875AA	W86BAA	10/18/15	3-335 Rgt	Training Support Battalion (USAR)	Training Support Battalion (USAR)	21	0	61	0	82	UNIT	ARMY	RESERV	COMSPT	LOG	BN		72060793789256385	72060793789259929	20160930
10	W875AA	W87CAA	10/18/15	3-338 Rgt	Training Support Battalion (USAR)	Training Support Battalion (USAR)	21	0	61	0	82	UNIT	ARMY	RESERV	COMSPT	LOG	BN		72060793789259948	72060793789259929	20160930
10	W875AA	W7Z4AA	02/01/16	3-411 Rgt	Training Support Battalion (USAR)	Training Support Battalion (USAR)	5	0	73	0	78	UNIT	ARMY	RESERV	COMSPT	LOG	BN		72060793789259949	72060793789259929	20160930
9	W8G6AA	W86QAA	10/17/15	AR Ele HQ 177	Headquarters Armored Brigade (USAR)	Headquarters Armored Brigade (USAR)	12	2	18	0	32	UNIT	ARMY	RESERV	COMBAT	HQSTF	BDE		72060793789259950	72060793789311809	20160930
10	W86QAA	W87FAA	10/18/15	2-346 Rgt	Training Battalion (USAR)	Training Battalion (USAR)	21	0	61	0	82	EXCMIL	ARMY	RESERV	MILSVC		BN		72060793789259917	72060793789259950	20160930
10	W86QAA	W87KAA	10/18/15	3-347 Rgt	Training Support Battalion (USAR)	Training Support Battalion (USAR)	21	0	61	0	82	UNIT	ARMY	RESERV	COMSPT	LOG	BN		72060793789259932	72060793789259950	20160930
10	W86QAA	W87MAA	10/18/15	3-348 Rgt	Training Support Battalion (USAR)	Training Support Battalion (USAR)	21	0	61	0	82	UNIT	ARMY	RESERV	COMSPT	LOG	BN		72060793789259933	72060793789259950	20160930
10	W86QAA	W8HNAA	10/18/15	3-349 Rgt	Training Support Battalion (USAR)	Training Support Battalion (USAR)	5	0	95	0	100	UNIT	ARMY	RESERV	COMSPT	LOG	BN		72060793789259944	72060793789259950	20160930
9	W8G6AA	W85RAA	10/17/15	AR Ele HQ 189	Headquarters Training Support Brigade (USAR)	Headquarters Training Support Brigade (USAR)	12	2	17	0	31	EXCMIL	ARMY	RESERV	HQ		STF		72060793789257964	72060793789311809	20160930
10	W85RAA	W8HSAA	10/18/15	1-356 Rgt	Training Support Battalion (USAR)	Training Support Battalion (USAR)	5	0	73	0	78	UNIT	ARMY	RESERV	COMSPT	LOG	BN		72060793789259967	72060793789257964	20160930
10	W85RAA	W85KAA	10/19/15	1-364 Rgt	Training Support Battalion (USAR)	Training Support Battalion (USAR)	21	0	61	0	82	UNIT	ARMY	RESERV	COMSPT	LOG	BN		72060793789259969	72060793789257964	20160930
10	W85RAA	W85LAA	10/18/15	2-364 Rgt	Training Support Battalion (USAR)	Training Support Battalion (USAR)	21	0	61	0	82	UNIT	ARMY	RESERV	COMSPT	LOG	BN		72060793789259966	72060793789257964	20160930
10	W85RAA	W86HAA	10/18/15	3-360 Rgt	Training Battalion (USAR)	Training Battalion (USAR)	21	0	61	0	82	EXCMIL	ARMY	RESERV	MILSVC		BN		72060793789255947	72060793789257964	20160930
10	W85RAA	W866AA	10/18/15	3-363 Rgt	Training Support Battalion (USAR)	Training Support Battalion (USAR)	21	0	61	0	82	UNIT	ARMY	RESERV	COMSPT	LOG	BN		72060793789254956	72060793789257964	20160930
8	W47AFF	W8HLFF		79 SSC	Sustainment Support Command (USAR)	Sustainment Support Command (USAR)						UNIT	ARMY	RESERV	COMSER	LOG	MC		72060794096734755	72060793789257352	20160930
9	W8HLFF	W8HLAA	10/19/15	HQ 79 SSC	Headquarters Sustainment Support Command (USAR)	Headquarters Sustainment Support Command (USAR)	72	10	63	0	145	UNIT	ARMY	RESERV	COMSER	HQSTF	STF		72060793801814194	72060794096734755	20160930
9	W8HLFF	WZ3CFF		4 Sus Cmd	Expeditionary Sustainment Command (USAR)	Expeditionary Sustainment Command (USAR)						UNIT	ARMY	RESERV	COMSER	LOG	MC		72060793789498920	72060794096734755	20160930
10	WZ3CFF	WZ3CAA	09/16/16	HHC 4 Sus Cmd	Headquarters and Headquarters Company Expeditionary Sustainment Command (USAR)	Headquarters and Headquarters Company Expeditionary Sustainment Command (USAR)	75	26	161	0	262	UNIT	ARMY	RESERV	COMSER	HQSTF	CO		72060793789257087	72060793789498920	20160930
11	WZ3CAA	WZ3C99	09/16/16	Aug 4 Sus Cmd	Augmentation Functional Support Team (USAR)	Augmentation Functional Support Team (USAR)	1	0	2	0	3	UNIT	ARMY	RESERV	COMSER	LOG	AUG		72060793801814101	72060793789257087	20160930
10	WZ3CFF	WVPUAA	09/16/16	79 QM Co	Quartermaster Company (USAR)	Quartermaster Company (USAR)	6	3	130	0	139	UNIT	ARMY	RESERV	COMSER	LOG	CO		72060793903534226	72060793789498920	20160930
10	WZ3CFF	WQ81AA	09/16/16	90 MHD	Military History Team B (USAR)	Military History Team B (USAR)	1	0	2	0	3	UNIT	ARMY	RESERV	COMSER	ADMIN	TEAM		72060793789257336	72060793789498920	20160930
10	WZ3CFF	WQW8FF		90 Sus Bde	Special Troops Battalion Sustainment Brigade (USAR)	Special Troops Battalion Sustainment Brigade (USAR)						UNIT	ARMY	RESERV	COMSER	LOG	BDE		72060793789340265	72060793789498920	20160930
11	WQW8FF	WQW8AA	09/16/16	HHC 90 Sus Bde	Headquarters and Headquarters Company and Special Troops Battalion Sustainment Brigade (USAR)	Headquarters and Headquarters Company and Special Troops Battalion Sustainment Brigade (USAR)	53	17	188	0	258	UNIT	ARMY	RESERV	COMSPT	HQSTF	CO		72060793789256787	72060793789340265	20160930
12	WQW8AA	WQW899	09/16/16	Aug HHC 90 Sus	Augmentation Functional Support Team (USAR)	Augmentation Functional Support Team (USAR)	0	0	2	0	2	UNIT	ARMY	RESERV	COMSER	LOG	AUG		72060793801814164	72060793789256787	20160930
11	WQW8FF	WZT1AA	09/16/16	46 MHD	Military History Team B (USAR)	Military History Team B (USAR)	1	0	2	0	3	UNIT	ARMY	RESERV	COMSER	ADMIN	TEAM		72060793789256788	72060793789340265	20160930
11	WQW8FF	WZTPAA	09/16/16	112 CH Det	Chaplain Detachment  A (USAR)	Chaplain Detachment  A (USAR)	2	0	3	0	5	UNIT	ARMY	RESERV	COMSER	ADMIN	DET		72060793789256790	72060793789340265	20160930
11	WQW8FF	WV2PAA	09/16/16	315 QM Tm	Quartermaster Petroleum Liaison Team (USAR)	Quartermaster Petroleum Liaison Team (USAR)	3	1	6	0	10	UNIT	ARMY	RESERV	COMSER	LOG	DET		72060793789257511	72060793789340265	20160930
11	WQW8FF	WSRPAA	09/16/16	HHD 316 QM Bn	HHD Quartermaster Petroleum Support Battalion (USAR)	HHD Quartermaster Petroleum Support Battalion (USAR)	14	4	49	0	67	UNIT	ARMY	RESERV	COMSER	HQSTF	DET		72060793789257248	72060793789340265	20160930
12	WSRPAA	WZAZAA	09/16/16	327 TC Det	Transportation Movement Control Team (USAR)	Transportation Movement Control Team (USAR)	3	0	18	0	21	UNIT	ARMY	RESERV	COMSER	TRNPTN	TEAM		72060793789257288	72060793789257248	20160930
12	WSRPAA	WYM0AA	09/16/16	418 TC Det	Trailer Transfer Point Team (USAR)	Trailer Transfer Point Team (USAR)	1	0	20	0	21	UNIT	ARMY	RESERV	COMSER	TRNPTN	DET		72060793789257247	72060793789257248	20160930
12	WSRPAA	WRBLAA	09/16/16	481 TC Det	Transportation Movement Control Team (USAR)	Transportation Movement Control Team (USAR)	3	0	18	0	21	UNIT	ARMY	RESERV	COMSER	TRNPTN	TEAM		72060793789257291	72060793789257248	20160930
12	WSRPAA	WYM7AA	09/16/16	600 TC Det	Trailer Transfer Point Team (USAR)	Trailer Transfer Point Team (USAR)	1	0	20	0	21	UNIT	ARMY	RESERV	COMSER	TRNPTN	DET		72060793789257290	72060793789257248	20160930
12	WSRPAA	WSSWAA	09/16/16	883 QM Co	Quartermaster Company Petroleum Support (USAR)	Quartermaster Company Petroleum Support (USAR)	5	3	194	0	202	UNIT	ARMY	RESERV	COMSER	LOG	CO		72060793867876617	72060793789257248	20160930
12	WSRPAA	WSUFAA	09/16/16	910 QM Co	Quartermaster Petroleum Support Company (USAR)	Quartermaster Petroleum Support Company (USAR)	5	3	179	0	187	UNIT	ARMY	RESERV	COMSER	LOG	CO		72060793789257249	72060793789257248	20160930
11	WQW8FF	WSYRAA	09/16/16	HHD 348 TC Bn	Headquarters and Headquarters Detachment Transportation Terminal Battalion (USAR)	Headquarters and Headquarters Detachment Transportation Terminal Battalion (USAR)	14	3	43	0	60	UNIT	ARMY	RESERV	COMSER	HQSTF	DET		72060793789257324	72060793789340265	20160930
12	WSYRAA	WQWLAA	09/16/16	31 TC Det	Trailer Transfer Point Team (USAR)	Trailer Transfer Point Team (USAR)	1	0	20	0	21	UNIT	ARMY	RESERV	COMSER	TRNPTN	DET		72060793789311772	72060793789257324	20160930
12	WSYRAA	WVFKAA	09/16/16	217 TC Co	Transportation Combat Heavy Equipment Transport Company (USAR)	Transportation Combat Heavy Equipment Transport Company (USAR)	7	1	281	0	289	UNIT	ARMY	RESERV	COMSER	TRNPTN	CO		72060793789257502	72060793789257324	20160930
12	WSYRAA	WZPRAA	09/16/16	453 TC Co	Transportation Company (Inland Cargo Transfer) (USAR)	Transportation Company (Inland Cargo Transfer) (USAR)	4	1	160	0	165	UNIT	ARMY	RESERV	COMSER	TRNPTN	CO		72060793789257325	72060793789257324	20160930
12	WSYRAA	WZZXAA	09/16/16	651 TC Det	Harbormaster Detachment (USAR)	Harbormaster Detachment (USAR)	0	2	20	0	22	UNIT	ARMY	RESERV	COMSER	TRNPTN	DET		72060793789257328	72060793789257324	20160930
10	WZ3CFF	WRANFF		211 Spt Grp	Regional Support Group (USAR)	Regional Support Group (USAR)						UNIT	ARMY	RESERV	COMSPT	LOG	GROUP		72060794149341119	72060793789498920	20160930
11	WRANFF	WRANAA	09/16/16	HHD 211 Spt Grp	Headquarters and Headquarters Company Regional Support Group (USAR)	Headquarters and Headquarters Company Regional Support Group (USAR)	18	4	41	0	63	UNIT	ARMY	RESERV	COMSPT	HQSTF	CO		72060793789257323	72060794149341119	20160930
12	WRANAA	WRAN99	09/16/16	Aug 211 Spt Grp	Augmentation Functional Support Team (USAR)	Augmentation Functional Support Team (USAR)	0	0	2	0	2	UNIT	ARMY	RESERV	COMSER	LOG	AUG		72060793801813978	72060793789257323	20160930
11	WRANFF	WYSQAA	09/16/16	310 QM Tm	Quartermaster Petroleum Liaison Team (USAR)	Quartermaster Petroleum Liaison Team (USAR)	3	1	6	0	10	UNIT	ARMY	RESERV	COMSER	LOG	DET		72060793789571372	72060794149341119	20160930
11	WRANFF	WV0SAA	09/16/16	HHC 319 Spt Bn	Headquarters and Headquarters Company Combat Sustainment Support Battalion (USAR)	Headquarters and Headquarters Company Combat Sustainment Support Battalion (USAR)	15	3	50	0	68	UNIT	ARMY	RESERV	COMSER	HQSTF	CO		72060793789257497	72060794149341119	20160930
12	WV0SAA	WZMRAA	09/16/16	370 TC Co	Transportation Medium Truck Company (USAR)	Transportation Medium Truck Company (USAR)	4	1	160	0	165	UNIT	ARMY	RESERV	COMSER	TRNPTN	CO		72060793789257326	72060793789257497	20160930
12	WV0SAA	WZ3GAA	09/16/16	519 TC Det	Trailer Transfer Point Team (USAR)	Trailer Transfer Point Team (USAR)	1	0	20	0	21	UNIT	ARMY	RESERV	COMSER	TRNPTN	DET		72060793789259728	72060793789257497	20160930
12	WV0SAA	WS19AA	09/16/16	597 TC Det	Trailer Transfer Point Team (USAR)	Trailer Transfer Point Team (USAR)	1	0	20	0	21	UNIT	ARMY	RESERV	COMSER	TRNPTN	DET		72060793789311770	72060793789257497	20160930
12	WV0SAA	WQ8SAA	09/16/16	812 QM Co	Quartermaster Company (USAR)	Quartermaster Company (USAR)	6	3	127	0	136	UNIT	ARMY	RESERV	COMSER	LOG	CO		72060793789257333	72060793789257497	20160930
12	WV0SAA	WS1LAA	09/16/16	851 TC Co	Transportation Medium Truck Company (USAR)	Transportation Medium Truck Company (USAR)	4	1	160	0	165	UNIT	ARMY	RESERV	COMSER	TRNPTN	CO		72060793789259700	72060793789257497	20160930
12	WV0SAA	WTXQAA	09/16/16	961 QM Co	Quartermaster Company (Water Purification and Distribution) (USAR)	Quartermaster Company (Water Purification and Distribution) (USAR)	4	0	73	0	77	UNIT	ARMY	RESERV	COMSPT	LOG	CO		72060793789257335	72060793789257497	20160930
12	WV0SAA	WYL8AA	09/16/16	971 QM Det	Quartermaster Team (Tactical Water Distribution) (Hoseline) (USAR)	Quartermaster Team (Tactical Water Distribution) (Hoseline) (USAR)	0	0	21	0	21	UNIT	ARMY	RESERV	COMSER	LOG	TEAM		72060793789257334	72060793789257497	20160930
11	WRANFF	WTKGAA	09/16/16	HHC 373 Spt Bn	Headquarters and Headquarters Company Combat Sustainment Support Battalion (USAR)	Headquarters and Headquarters Company Combat Sustainment Support Battalion (USAR)	15	3	50	0	68	UNIT	ARMY	RESERV	COMSER	HQSTF	CO		72060793789257330	72060794149341119	20160930
12	WTKGAA	WVFHAA	09/16/16	103 QM Co	Quartermaster Supply Company (USAR)	Quartermaster Supply Company (USAR)	6	3	130	0	139	UNIT	ARMY	RESERV	COMSER	LOG	CO		72060793789311771	72060793789257330	20160930
12	WTKGAA	WSTRAA	09/16/16	242 QM Co	Quartermaster Field Service Company (Modular) (USAR)	Quartermaster Field Service Company (Modular) (USAR)	4	0	101	0	105	UNIT	ARMY	RESERV	COMSER	LOG	CO		72060793789571367	72060793789257330	20160930
12	WTKGAA	WVL5AA	09/16/16	288 QM Co	Quartermaster Company (Water Purification and Distribution) (USAR)	Quartermaster Company (Water Purification and Distribution) (USAR)	4	0	73	0	77	UNIT	ARMY	RESERV	COMSPT	LOG	CO		72060793789257332	72060793789257330	20160930
12	WTKGAA	WZNHAA	09/16/16	331 QM Tm	Quartermaster Petroleum Quality Analysis Team (USAR)	Quartermaster Petroleum Quality Analysis Team (USAR)	0	0	2	0	2	UNIT	ARMY	RESERV	COMSER	LOG	TEAM		72060793789340270	72060793789257330	20160930
12	WTKGAA	WQ0QAA	09/16/16	1002 QM Co	Quartermaster Petroleum Pipeline and Terminal Operating Company (USAR)	Quartermaster Petroleum Pipeline and Terminal Operating Company (USAR)	3	2	136	0	141	UNIT	ARMY	RESERV	COMSER	LOG	CO		72060793789257331	72060793789257330	20160930
10	WZ3CFF	WSXTFF		300 Sus Bde	Special Troops Battalion Sustainment Brigade (USAR)	Special Troops Battalion Sustainment Brigade (USAR)						UNIT	ARMY	RESERV	COMSER	LOG	BDE		72060793789498925	72060793789498920	20160930
11	WSXTFF	WSXTAA	09/16/16	HHC 300 Sus Bde	Headquarters and Headquarters Company and Special Troops Battalion Sustainment Brigade (USAR)	Headquarters and Headquarters Company and Special Troops Battalion Sustainment Brigade (USAR)	53	17	188	0	258	UNIT	ARMY	RESERV	COMSPT	HQSTF	CO		72060793789257260	72060793789498925	20160930
12	WSXTAA	WSXT99	09/16/16	Aug HHC 300 Sus	Augmentation Functional Support Team (USAR)	Augmentation Functional Support Team (USAR)	0	0	2	0	2	UNIT	ARMY	RESERV	COMSER	LOG	AUG		72060793801814144	72060793789257260	20160930
11	WSXTFF	WSU5AA	09/16/16	15 QM Tm	Quartermaster Petroleum Quality Analysis Team (USAR)	Quartermaster Petroleum Quality Analysis Team (USAR)	0	0	2	0	2	UNIT	ARMY	RESERV	COMSER	LOG	TEAM		72060793789311807	72060793789498925	20160930
11	WSXTFF	WYSNAA	09/16/16	320 QM Tm	Quartermaster Petroleum Liaison Team (USAR)	Quartermaster Petroleum Liaison Team (USAR)	3	1	6	0	10	UNIT	ARMY	RESERV	COMSER	LOG	DET		72060793801814104	72060793789498925	20160930
11	WSXTFF	WRPTAA	09/16/16	350 AG Co	Human Resources Company (USAR)	Human Resources Company (USAR)	8	1	140	0	149	UNIT	ARMY	RESERV	COMSER	ADMIN	CO		72060793789257495	72060793789498925	20160930
11	WSXTFF	WSVAAA	09/16/16	411 QM Tm	Quartermaster Petroleum Quality Analysis Team (USAR)	Quartermaster Petroleum Quality Analysis Team (USAR)	1	1	10	0	12	UNIT	ARMY	RESERV	COMSER	LOG	TEAM		72060793825252321	72060793789498925	20160930
11	WSXTFF	WSUPAA	09/16/16	513 Spt Det	Sustainment Brigade Theater Distribution Augmentation Element (USAR)	Sustainment Brigade Theater Distribution Augmentation Element (USAR)	3	4	13	0	20	UNIT	ARMY	RESERV	COMSER	LOG	AUG		72060793789257261	72060793789498925	20160930
11	WSXTFF	WQ9KAA	09/16/16	645 QM Det	Quartermaster Petroleum Liaison Team (USAR)	Quartermaster Petroleum Liaison Team (USAR)	3	1	6	0	10	UNIT	ARMY	RESERV	COMSER	LOG	DET		72060793789257496	72060793789498925	20160930
11	WSXTFF	WZ47AA	09/16/16	957 QM Co	Quartermaster Company (USAR)	Quartermaster Company (USAR)	5	2	230	0	237	UNIT	ARMY	RESERV	COMSER	LOG	CO		72060793789311768	72060793789498925	20160930
11	WSXTFF	WS6EAA	09/16/16	HHD 363 QM Bn	Headquarters and Headquarters Detachment Petroleum Support Battalion (USAR)	Headquarters and Headquarters Detachment Petroleum Support Battalion (USAR)	14	4	49	0	67	UNIT	ARMY	RESERV	COMSER	HQSTF	DET		72060793789257493	72060793789498925	20160930
12	WS6EAA	WS67AA	09/16/16	141 QM Co	Quartermaster Petroleum Pipeline and Terminal Operating Company (USAR)	Quartermaster Petroleum Pipeline and Terminal Operating Company (USAR)	3	2	136	0	141	UNIT	ARMY	RESERV	COMSER	LOG	CO		72060793789257501	72060793789257493	20160930
12	WS6EAA	WSPMAA	09/16/16	223 Mnt Co	Support Maintenance Company (USAR)	Support Maintenance Company (USAR)	6	5	132	0	143	UNIT	ARMY	RESERV	COMSER	MAINT	CO		72060793789257494	72060793789257493	20160930
12	WS6EAA	WVQ8AA	09/16/16	328 Per Co	Human Resources Company (USAR)	Human Resources Company (USAR)	10	1	180	0	191	UNIT	ARMY	RESERV	COMSER	ADMIN	CO		72060793789257500	72060793789257493	20160930
12	WS6EAA	WTYZAA	09/16/16	340 QM Co	Quartermaster Field Service Company (Modular) (USAR)	Quartermaster Field Service Company (Modular) (USAR)	4	0	101	0	105	UNIT	ARMY	RESERV	COMSER	LOG	CO		72060793789257498	72060793789257493	20160930
10	WZ3CFF	WSZSAA	09/16/16	644 TC Co	Transportation Company (Medium Truck) (PLS) (EAB Tactical) (USAR)	Transportation Company (Medium Truck) (PLS) (EAB Tactical) (USAR)	4	1	160	0	165	UNIT	ARMY	RESERV	COMSER	TRNPTN	CO		72060793999901425	72060793789498920	20160930
10	WZ3CFF	WR77FF		647 SG	Regional Support Group (USAR)	Regional Support Group (USAR)						UNIT	ARMY	RESERV	COMSPT	LOG	GROUP		72060794149340791	72060793789498920	20160930
11	WR77FF	WR77AA	09/16/16	HHD 647 SG	Headquarters and Headquarters Company Regional Support Group (USAR)	Headquarters and Headquarters Company Regional Support Group (USAR)	25	5	54	0	84	UNIT	ARMY	RESERV	COMSPT	HQSTF	CO		72060793789257233	72060794149340791	20160930
12	WR77AA	WR7799	09/16/16	Aug 647 Spt Grp	Augmentation Functional Support Team (USAR)	Augmentation Functional Support Team (USAR)	0	0	2	0	2	UNIT	ARMY	RESERV	COMSER	LOG	AUG		72060793801814160	72060793789257233	20160930
11	WR77FF	WYUQAA	09/16/16	809 QM Det	Quartermaster Petroleum Liaison Team (USAR)	Quartermaster Petroleum Liaison Team (USAR)	3	1	6	0	10	UNIT	ARMY	RESERV	COMSER	LOG	DET		72060793789257245	72060794149340791	20160930
11	WR77FF	WSSFAA	09/16/16	HHD 372 QM Bn	HHD Quartermaster Petroleum Support Battalion (USAR)	HHD Quartermaster Petroleum Support Battalion (USAR)	14	4	49	0	67	UNIT	ARMY	RESERV	COMSER	HQSTF	DET		72060793789257241	72060794149340791	20160930
12	WSSFAA	WYM8AA	09/16/16	601 TC Det	Trailer Transfer Point Team (USAR)	Trailer Transfer Point Team (USAR)	1	0	20	0	21	UNIT	ARMY	RESERV	COMSER	TRNPTN	DET		72060793789257242	72060793789257241	20160930
12	WSSFAA	WSTJAA	09/16/16	877 QM Co	Quartermaster Company (USAR)	Quartermaster Company (USAR)	5	2	230	0	237	UNIT	ARMY	RESERV	COMSER	LOG	CO		72060793789257243	72060793789257241	20160930
12	WSSFAA	WSUGAA	09/16/16	974 QM Co	Quartermaster Field Service Company (Modular) (USAR)	Quartermaster Field Service Company (Modular) (USAR)	4	0	101	0	105	UNIT	ARMY	RESERV	COMSER	LOG	CO		72060793789257244	72060793789257241	20160930
11	WR77FF	WSR4AA	09/16/16	HHC 383 QM Bn	Headquarters and Headquarters Detachment Petroleum Support Battalion (USAR)	Headquarters and Headquarters Detachment Petroleum Support Battalion (USAR)	14	4	49	0	67	UNIT	ARMY	RESERV	COMSER	HQSTF	DET		72060793789257234	72060794149340791	20160930
12	WSR4AA	WQ1FAA	09/16/16	263 QM Co	Quartermaster Field Service Company (Modular) (USAR)	Quartermaster Field Service Company (Modular) (USAR)	4	0	101	0	105	UNIT	ARMY	RESERV	COMSER	LOG	CO		72060793789257237	72060793789257234	20160930
12	WSR4AA	WSY9AA	09/16/16	356 TC Co	Transportation Medium Truck Company (USAR)	Transportation Medium Truck Company (USAR)	4	1	160	0	165	UNIT	ARMY	RESERV	COMSER	TRNPTN	CO		72060793789498940	72060793789257234	20160930
12	WSR4AA	WZ3XAA	09/16/16	375 TC Det	Trailer Transfer Point Team (USAR)	Trailer Transfer Point Team (USAR)	1	0	20	0	21	UNIT	ARMY	RESERV	COMSER	TRNPTN	DET		72060793789311773	72060793789257234	20160930
12	WSR4AA	WYM1AA	09/16/16	471 TC Det	Trailer Transfer Point Team (USAR)	Trailer Transfer Point Team (USAR)	1	0	20	0	21	UNIT	ARMY	RESERV	COMSER	TRNPTN	DET		72060793789257236	72060793789257234	20160930
12	WSR4AA	WSTMAA	09/16/16	900 QM Co	Quartermaster Company (USAR)	Quartermaster Company (USAR)	5	3	179	0	187	UNIT	ARMY	RESERV	COMSER	LOG	CO		72060793789257238	72060793789257234	20160930
12	WSR4AA	WYL9AA	09/16/16	985 QM Det	Quartermaster Team (Tactical Water Distribution) (Hoseline) (USAR)	Quartermaster Team (Tactical Water Distribution) (Hoseline) (USAR)	0	0	21	0	21	UNIT	ARMY	RESERV	COMSER	LOG	TEAM		72060793789257235	72060793789257234	20160930
10	WZ3CFF	W6U3AA	09/17/16	FTS 4 Sus Cmd	Full Time Support Sustainment Command (USAR)	Full Time Support Sustainment Command (USAR)	0	0	1	112	113	EXCMIL	ARMY	RESERV	MILSVC		UN		72060793801814103	72060793789498920	20160930
10	WZ3CFF	W8ELAA	09/17/16	MSE 4 Sus Cmd	Mission Support Element (Sustainment Command) (USAR)	Mission Support Element (Sustainment Command) (USAR)	29	3	26	0	58	EXCMIL	ARMY	RESERV	HQ		ELEMT		72060793789311766	72060793789498920	20160930
9	W8HLFF	WR9EFF		311 Sus Cmd	Expeditionary Sustainment Command (USAR)	Expeditionary Sustainment Command (USAR)						UNIT	ARMY	RESERV	COMSER	LOG	MC		72060793789498949	72060794096734755	20160930
10	WR9EFF	WR9EAA	09/16/16	HHC 311 Sus Cmd	Headquarters and Headquarters Company Expeditionary Sustainment Command (USAR)	Headquarters and Headquarters Company Expeditionary Sustainment Command (USAR)	75	26	161	0	262	UNIT	ARMY	RESERV	COMSER	HQSTF	CO		72060793789255081	72060793789498949	20160930
11	WR9EAA	WR9E99	09/16/16	Aug 311 Sus Cmd	Augmentation Functional Support Team (USAR)	Augmentation Functional Support Team (USAR)	1	0	2	0	3	UNIT	ARMY	RESERV	COMSER	LOG	AUG		72060793801814110	72060793789255081	20160930
10	WR9EFF	WVK0FF		304 Sus Bde	Sustainment Brigade (USAR)	Sustainment Brigade (USAR)						UNIT	ARMY	RESERV	COMSER	LOG	BDE		72060793789498950	72060793789498949	20160930
11	WVK0FF	WVK0AA	09/16/16	HHC 304 Sus Bde	Headquarters and Headquarters Company and Special Troops Battalion Sustainment Brigade (USAR)	Headquarters and Headquarters Company and Special Troops Battalion Sustainment Brigade (USAR)	53	17	190	0	260	UNIT	ARMY	RESERV	COMSPT	HQSTF	CO		72060793789255116	72060793789498950	20160930
12	WVK0AA	WVK099	09/16/16	Aug HHC 304 Sus	Augmentation Functional Support Team (USAR)	Augmentation Functional Support Team (USAR)	0	0	2	0	2	UNIT	ARMY	RESERV	COMSER	LOG	AUG		72060793801814107	72060793789255116	20160930
11	WVK0FF	WSUTAA	09/16/16	155 QM Tm	Quartermaster Petroleum Quality Analysis Team (USAR)	Quartermaster Petroleum Quality Analysis Team (USAR)	0	0	2	0	2	UNIT	ARMY	RESERV	COMSER	LOG	TEAM		72060793789340271	72060793789498950	20160930
11	WVK0FF	WRD5AA	09/16/16	380 TC Det	Transportation Theater Opening Element (TTOE) (USAR)	Transportation Theater Opening Element (TTOE) (USAR)	17	3	35	0	55	UNIT	ARMY	RESERV	COMSER	TRNPTN	DET		72060793789257973	72060793789498950	20160930
11	WVK0FF	WQ4SAA	09/16/16	387 QM Co	Quartermaster Company (Mortuary Affairs) (USAR)	Quartermaster Company (Mortuary Affairs) (USAR)	7	0	166	0	173	UNIT	ARMY	RESERV	COMSER	LOG	CO		72060793789311825	72060793789498950	20160930
11	WVK0FF	WZ4MAA	09/16/16	606 QM Tm	Quartermaster Petroleum Liaison Team (USAR)	Quartermaster Petroleum Liaison Team (USAR)	3	1	6	0	10	UNIT	ARMY	RESERV	COMSER	LOG	DET		72060793789571363	72060793789498950	20160930
