RELDPTH	PARENTUIC	UIC	EDATE	SHORTDSCR	LONGDSCR	ORGTYPENAME	OFF	WO	ENL	CIV	AUTHTOT	CATCODE	SERVICE	GFMCOMPO	UTCAT	UTARMYCAT	UTSIZE	UTGFMSIZE	ID	PARENTID	FYDATE
7		DDAAMA		ODUSD(I&E)	Office of the Deputy Under Secretary of Defense for Installations & Environment	"Installation Support Staff Element, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC	LOG		OFC		72060574745231390	72060574745231397	20220930
7		DDAAUH		OASD(L&MR)	Office of the Assistant of Defense for Logistics and Materiel Readiness	"Logistics Staff Element, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC	LOG		OFC		72060574745231391	72060574745231397	20220930
7		DDAAUA		OASD(A)	Office of the Assistant Secretary of Defense for Acquisition	"Acquisition Staff Element, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			OFC		72060574745231392	72060574745231397	20220930
6				OUSD(P)	Office of the Under Secretary of Defense for Policy	"Principle Policy Staff Element, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			OFC		72060574745231401	72060755133858478	20220930
6				OUSD(C)	Office of the Under Secretary of Defense (Comptroller) / Chief Financial Officer	"Principle Financial Staff Element, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			OFC		72060574745231398	72060755133858478	20220930
6				OUSD(P&R)	Office of the Under Secretary of Defense for Personnel and Readiness	"Principle Personnel Staff Element, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC	PRSNL		OFC		72060574745231400	72060755133858478	20220930
7		DDAAFA		OASD(HA)	Office of Assistant Secretary of Defense for Health Affairs	"Military Health System Staff Element, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			OFC		72060574745231379	72060574745231400	20220930
7		DDAABD		OASD(R&FM)	Office of the Assistant Secretary of Defense for Readiness and Force Management	"Readiness and Force Policy Staff Element, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC	PRSNL		OFC		72060574747094395	72060574745231400	20220930
6				OUSD(I)	Office of the Under Secretary of Defense for Intelligence	"Principle Intelligence Staff Element, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			OFC		72060574745231399	72060755133858478	20220930
6				ODCMO	Office of the Deputy Chief Management Officer	"Principle Business Improvement Staff Element, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			OFC		72060755133884644	72060755133858478	20220930
6				OASD(LA)	Office of the Assistant Secretary of Defense for Legislative Affairs	"Principle Liaison Staff Element, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			OFC		72060574745231383	72060755133858478	20220930
6				ODODCIO	Office of the Department of Defense Chief Information Officer (DOD CIO)	"Principle Information Technology Staff Element, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			OFC		72060574745231384	72060755133858478	20220930
6				OASD(PA)	Office of the Assistant Secretary of Defense for Public Affairs	"Principle Media Staff Element, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			OFC		72060574745231385	72060755133858478	20220930
6				OGC	Office of the General Counsel of the Department of Defense	"Principle Legal Staff Element, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC	PRSNL		OFC		72060574745231395	72060755133858478	20220930
6				ODOT&E	Office of the Director of Operational Test and Evaluation	"Independent Testing Staff Element, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			OFC		72060574745231372	72060755133858478	20220930
6				OIG	Office of the Inspector General of the Department of Defense	"Principle Internal Review Staff Element, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			OFC		72060574745231370	72060755133858478	20220930
6				ODCAPE	Office of the Director of Cost Assessment and Program Evaluation	"Principle Internal Evaluation Staff Element, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			OFC		72060574745231402	72060755133858478	20220930
6				ODNA	Office of the Director of Net Assessment	"Principle National Assessment Staff Element, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			OFC		72060574745231396	72060755133858478	20220930
5				OSD CtlAct	Office of the Secretary of Defense Controlled Activities	"Headquarters, Military Federal Ministry Controlled Activities"						EXCMIL	CVLSVC	WSOC			ELEMT		72060755133884657	72060755133863247	20220930
6		DDAAUS		DARPA	Defense Advanced Research Projects Agency	"Technology Development Agency, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			AGY		72060574745231364	72060755133884657	20220930
6		DCAAQB		DeCA	Defense Commissary Agency	"Retail and Grocery Store Support Agency, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC	SUPPLY		AGY		72060759428874336	72060755133884657	20220930
6		DRAAAA		DCAA	Defense Contract Audit Agency	"Accounting Support Agency, Federal Ministry, Military"	0	0	0	0	0	EXCMIL	CVLSVC	WSOC			AGY		72060759428874344	72060755133884657	20220930
6		DTAAAA		DCMA	Defense Contract Management Agency	"Acquisition Combat Support Agency, Federal Ministry, Military"	0	0	0	0	0	EXCMIL	JOINT	WSOC	HQ		AGY		72060755133863232	72060755133884657	20220930
6		DFAS00		DFAS	Defense Finance and Accounting Service	"Finance and Payroll Agency, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC	PRSNL		AGY		72060574745231366	72060755133884657	20220930
6		DKAAAA		DISA	Defense Information Systems Agency	"Information Technology Combat Support Agency, Federal Ministry, Military"	0	0	0	0	0	EXCMIL	JOINT	WSOC	HQ		AGY		72060759428874341	72060755133884657	20220930
6		DLAAAA		DIA	Defense Intelligence Agency	"Intelligence Combat Support Agency, Federal Ministry, Military"	0	0	0	0	0	EXCMIL	JOINT	WSOC	HQ		AGY		72060759428874342	72060755133884657	20220930
6		DDAAMB		DLSA	Defense Legal Services Agency	"Legal Consul Support Agency, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC	PRSNL		AGY		72060574745231368	72060755133884657	20220930
6		DSAAAA		DLA	Defense Logistics Agency	"Logistics Combat Support Agency, Federal Ministry, Military"	0	0	0	0	0	EXCMIL	JOINT	WSOC	HQ		AGY		72060755133863236	72060755133884657	20220930
6		DDAAHB		DSCA	Defense Security Cooperation Agency	"International Relations and Collaboration Support Agency, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			AGY		72060574745231374	72060755133884657	20220930
6		DEAAAA		DSS	Defense Security Service	"Industrial Security and Education Support Agency, Federal Ministry, Military"	0	0	0	0	0	EXCMIL	CVLSVC	WSOC			AGY		72060574745231375	72060755133884657	20220930
6		DHAAAA		DTRA	Defense Threat Reduction Agency	"Weapons of Mass Destruction Defense Combat Support Agency, Federal Ministry, Military"	0	0	0	0	0	EXCMIL	JOINT	WSOC	HQ		AGY		72060759428874338	72060755133884657	20220930
6		DDAAUZ		MDA	Missile Defense Agency	"System Development Agency, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			AGY		72060574745231378	72060755133884657	20220930
6		DMAAAA		NGA	National Geospatial-Intelligence Agency	"Intelligence Combat Support Agency, Federal Ministry, Military"	0	0	0	0	0	EXCMIL	JOINT	WSOC	HQ		AGY		72060755133863239	72060755133884657	20220930
6				NRO	National Reconnaissance Office	"Intelligence Agency, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			OFC		72060755133885061	72060755133884657	20220930
6		DGAAAA		NSA	National Security Agency	"Intelligence Combat Support Agency, Federal Ministry, Military"	0	0	0	0	0	EXCMIL	JOINT	WSOC	HQ		AGY		72060755133863240	72060755133884657	20220930
6		DDAAPF		PFPA	Pentagon Force Protection Agency	"Facility Law Enforcement Agency, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			AGY		72060574745231403	72060755133884657	20220930
6		H50000		DHRA	Defense Human Resources Field Activity	"Human Resources Field Activity, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC	PRSNL		ACT		72060574745231367	72060755133884657	20220930
6		DDAAAF		DMA	Defense Media Activity	"Media Support Field Activity, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			ACT		72060574745231362	72060755133884657	20220930
6		DDAABY		DPMO	Defense Prisoner of War/Missing Personnel Office	"Missing Member Accounting Support Field Activity, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC	PRSNL		ACT		72060574745231373	72060755133884657	20220930
6		DTICAA		DTIC	Defense Technical Information Center	"Information Archive Field Activity, Federal Ministry, Military"	0	0	0	0	0	EXCMIL	CVLSVC	WSOC			ACT		72060574745231376	72060755133884657	20220930
6		DDAARA		DTSA	Defense Technology Security Administration	"International Military Trade Policy Field Activity, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			ACT		72060574745231377	72060755133884657	20220930
6		DDAATR		DODTRMC	Department of Defense Test Resource Management Center	"Testing Support Field Activity, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			ACT		72060574745231371	72060755133884657	20220930
6		HE1254		DoDEA	Department of Defense Education Activity	"Scholastic Education System Field Activity, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC	PRSNL		ACT		72060574745231369	72060755133884657	20220930
6		DDAAUM		OEA	Office of Economic Adjustment	"Installation Change Support Field Activity, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			ACT		72060574745231393	72060755133884657	20220930
6		DDAAFC		DHA	Defense Health Agency	"Military Health System Field Activity, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			ACT		72060574745231404	72060755133884657	20220930
6		DDAAD		WHS	Washington Headquarters Services	"Adminstrative Support Field Activity, Federal Ministry, Military"						EXCMIL	CVLSVC	WSOC			ACT		72060574745231406	72060755133884657	20220930
5				JCS	Joint Chiefs of Staff	"Military Staff, Headquarters, Federal Ministry, Military"						EXCMIL	JOINT	WSOC			OFC		72060385766670337	72060755133863247	20220930
5				JS	The Joint Staff	"Military Staff, Headquarters, Federal Ministry, Military"						EXCMIL	JOINT	WSOC			OFC		72060742248956501	72060755133863247	20220930
5				JCS CtlAct	Chairman's Controlled Activities	"Military Staff, Military Federal Ministry Controlled Activities"						EXCMIL	JOINT	WSOC			ELEMT		72060742248956138	72060755133863247	20220930
5		WDARFF		DA	Department of the Army	U.S. Land Force						EXCMIL	ARMY	WSOC	MILSVC		DEPT		72060772313750012	72060755133863247	20220930
6	WDARFF	W0ZUFF		HQDA	Headquarters Department of the Army	"Headquarters, Land Forces"						EXCMIL	ARMY	REGUL	HQ		ELEMT		72060772313750347	72060772313750012	20220930
7	W0ZUFF	W00EFF		OfcSecArmy	Office of the Secretary of the Army	Headquarters - Land Forces Staff						EXCMIL	ARMY	WSOC	HQ		OFC		72060772313750348	72060772313750347	20220930
8	W00EFF	W00EAA	02/04/22	IOSA	Immediate Office of the Secretary of the Army	Immediate Office of the Secretary of The Army	19	1	6	27	53	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789333078	72060772313750348	20220930
8	W00EFF	W4NJAA	06/01/22	CIO G-6	Chief Information Officer G-6	Chief Information Officer	3	0	0	60	63	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789312023	72060772313750348	20220930
9	W4NJAA	W6Z9AA	10/01/21	SERV Cyber	SERV Cyber	SERV Cyber	0	0	0	0	0	EXCMIL	ARMY	REGUL	MILSVC		UN		72060794298652553	72060793789312023	20220930
8	W00EFF	W6WPAA	02/04/22	ANMC	Army National Military Cemeteries	Army National Military Cemeteries	8	0	2	6	16	EXCMIL	ARMY	REGUL	MILSVC		ACT		72060793918367071	72060772313750348	20220930
9	W6WPAA	W1C9AA	10/02/21	ANC	Arlington National Cemetery	Direct Reporting Unit	8	2	5	201	216	EXCMIL	ARMY	REGUL	MILSVC		MC		72060793789251988	72060793918367071	20220930
8	W00EFF	W1YSAA	02/04/22	OAA	Office Administrative Assistant Secretary of the Army	Office Assistant Secretary of the Army	2	1	0	37	40	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789251716	72060772313750348	20220930
9	W1YSAA	W313AA	06/01/22	AHQ Srvcs	Army Headquarters Services	Field Operating Agency (FOA)	1	0	67	344	412	EXCMIL	ARMY	REGUL	HQ		AG		72060793789251721	72060793789251716	20220930
9	W1YSAA	W06HAA	02/04/22	ITA	Information Technology Agency	Field Operating Agency (FOA)	1	0	0	11	12	EXCMIL	ARMY	REGUL	HQ		AG		72060793789251720	72060793789251716	20220930
9	W1YSAA	W4FXAA	10/01/21	MPSA	Military Postal Service Agency	Army Military Postal Service Agency	3	0	5	20	28	EXCMIL	ARMY	REGUL	PRSNL		AGY		72060793789251717	72060793789251716	20220930
9	W1YSAA	W2TZAA	02/04/22	Res & Prog	Resources and Programs Agency	Field Operating Agency (FOA)	0	0	7	134	141	EXCMIL	ARMY	REGUL	HQ		AG		72060793789251718	72060793789251716	20220930
8	W00EFF	W31SAA	02/04/22	OASA CW	Office Assistant Secretary of the Army Civil Works	Office Assistant Secretary of the Army	2	0	0	24	26	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789311989	72060772313750348	20220930
8	W00EFF	W00GAA	02/04/22	OASA FMC	Office Assistant Secretary of the Army Financial Management and Comptroller	Office Assistant Secretary of the Army	21	0	1	255	277	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789311986	72060772313750348	20220930
8	W00EFF	W4EBAA	02/04/22	OSBP	Office of Small Business Programs	Office of Small Business Programs	0	0	0	7	7	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789311955	72060772313750348	20220930
8	W00EFF	W1B0AA	02/04/22	OASA ALT	Office of The Assistant Secretary of the Army Acquisition Logistics and Technology	Office Assistant Secretary of the Army	66	0	3	334	403	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789311966	72060772313750348	20220930
9	W1B0AA	W6DTAA	04/01/22	PEOAmmoASC	Joint Program Executive Office Ammunition	Program Executive Office	4	1	0	305	310	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789254987	72060793789311966	20220930
9	W1B0AA	W6ECAA	04/01/22	PEOSTRIASC	Joint Program Executive Office Simulation Training and Instrumentation Orlando	Program Executive Office	5	0	1	545	551	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789311979	72060793789311966	20220930
9	W1B0AA	W6DVAA	04/01/22	PEO MSL	Program Executive Office Ammunition Missiles and Space	Program Executive Office	5	1	0	477	483	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789258739	72060793789311966	20220930
9	W1B0AA	W6LUAA	10/02/21	PEO ACWA	Program Executive Office Assembled Chemical Weapons Alternatives	Program Executive Office	1	0	0	39	40	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789252107	72060793789311966	20220930
9	W1B0AA	W6DWAA	04/01/22	PEO CSS	Program Executive Office Combat Support and Combat Service Systems	Program Executive Office	9	2	0	494	505	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789254994	72060793789311966	20220930
9	W1B0AA	W6DRAA	04/01/22	PEO C3T	Program Executive Office Enterprise Command Control and Communication Tactical	Program Executive Office	5	2	1	454	462	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789259023	72060793789311966	20220930
9	W1B0AA	W6DYAA	04/01/22	PEO EIS	Program Executive Office Enterprise Information Systems	Program Executive Office	5	0	0	627	632	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789260004	72060793789311966	20220930
9	W1B0AA	W6DXAA	04/01/22	PEO GCS	Program Executive Office Ground Combat Systems	Program Executive Office	4	1	1	451	457	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789254866	72060793789311966	20220930
9	W1B0AA	W6J1AA	04/01/22	PEO Integ	Program Executive Office Integration	Program Executive Office	1	1	0	60	62	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789311978	72060793789311966	20220930
9	W1B0AA	W6DPAA	04/01/22	PEO IEW&S	Program Executive Office Intelligence Electronic Warfare and Sensors	Program Executive Office	1	4	2	402	409	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789260288	72060793789311966	20220930
9	W1B0AA	W6DSAA	04/01/22	PEOSoldASC	Program Executive Office Soldier	Program Executive Office	3	0	5	233	241	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789259898	72060793789311966	20220930
9	W1B0AA	W6DQAA	04/01/22	PEO AV	Program Executive Office Soldier Aviation	Program Executive Office	3	3	3	670	679	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789255841	72060793789311966	20220930
9	W1B0AA	W27PAA	04/01/22	USAASC	United States Army Acquisition Support Center	Direct Reporting Unit	433	0	7	150	590	EXCMIL	ARMY	REGUL	MILSVC		MC		72060793789311967	72060793789311966	20220930
10	W27PAA	W6DZAA	04/01/22	JPEO CM	Joint Program Executive Office Chemical Biological Defense Agency	Program Executive Office	6	0	1	256	263	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789254926	72060793789311967	20220930
10	W27PAA	W0FRAA	04/01/22	OCSE	Office of the Chief Systems Engineer	Office of the Chief Systems Engineer	1	0	0	45	46	EXCMIL	ARMY	REGUL	HQ		OFC		72060795513068385	72060793789311967	20220930
9	W1B0AA	W6DYFF		PEO EIS	Program Executive Office Enterprise Information Systems	Program Executive Office						EXCMIL	ARMY	REGUL	HQ		OFC		72060794077359553	72060793789311966	20220930
8	W00EFF	W00SAA	06/01/22	OASA MRA	Office of The Assistant Secretary of the Army Manpower and Reserve Affairs	Office Assistant Secretary of the Army	8	0	1	92	101	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789311954	72060772313750348	20220930
9	W00SAA	W1YNAA	02/04/22	USAMAA	Army Manpower Analysis Agency	Field Operating Agency (FOA)	0	0	0	28	28	EXCMIL	ARMY	REGUL	HQ		AG		72060793789311958	72060793789311954	20220930
9	W00SAA	W6WCAA	12/06/21	Army MRG	Army Marketing and Research Group	Marketing and Research Group	44	0	1	22	67	EXCMIL	ARMY	REGUL	MILSVC		GROUP		72060793824685911	72060793789311954	20220930
9	W00SAA	W336AA	02/04/22	ARBA	Army Review Boards Agency	Field Operating Agency (FOA)	14	0	2	132	148	EXCMIL	ARMY	REGUL	HQ		AG		72060793789311956	72060793789311954	20220930
9	W00SAA	W40WAA	02/04/22	EEO & CRO	Equal Employment Opportunity and Civil Rights Office	Army Equal Employment Opportunity and Civil Rights Office	2	0	0	21	23	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789311957	72060793789311954	20220930
8	W00EFF	W4P0AA	02/04/22	OASA IEE	Office of The Assistant Secretary of the Army Installations Energy & Environment	Office Assistant Secretary of the Army	3	0	0	49	52	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789311949	72060772313750348	20220930
8	W00EFF	W4ZUAA	02/04/22	OAG	Office of the Auditor General	Office the Auditor General	1	0	0	6	7	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789311959	72060772313750348	20220930
9	W4ZUAA	W0NTAA	02/04/22	USAAA	Army Audit Agency	Field Operating Agency (FOA)	0	0	0	493	493	EXCMIL	ARMY	REGUL	HQ		AG		72060793789254780	72060793789311959	20220930
8	W00EFF	W1BYAA	02/04/22	SALL	Secretary of the Army's Legislative Liaison	Secretary of The Army's Legislative Liaison	15	2	1	38	56	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789311980	72060772313750348	20220930
8	W00EFF	W1BZAA	02/04/22	OCPA	Office of The Chief of Public Affairs	Office of The Chief	19	0	5	31	55	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789311993	72060772313750348	20220930
9	W1BZAA	W06NAA	02/04/22	Army PAOG	Army Public Affairs Operations Group	Army Public Affairs Operations Group	6	0	10	18	34	UNIT	ARMY	REGUL	COMSER	ADMIN	ACT		72060793789311994	72060793789311993	20220930
8	W00EFF	W00FAA	02/04/22	ODUSA	Office of The Deputy Under Secretary of The Army	Office of the Deputy Under Secretary of the Army	1	0	0	7	8	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789311984	72060772313750348	20220930
9	W00FAA	W6W6AA	02/04/22	OBT	Office of Business Transformation	Office of Business Transformation	15	0	0	18	33	EXCMIL	ARMY	REGUL	HQ		OFC		72060793817124305	72060793789311984	20220930
8	W00EFF	W0Z6AA	02/04/22	OTIG	Office of The Inspector General	Office of the Inspector General	3	0	2	1	6	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789252000	72060772313750348	20220930
9	W0Z6AA	W303AA	02/04/22	AIG Agy	Army Inspector General Agency	Field Operating Agency (FOA)	79	3	17	88	187	EXCMIL	ARMY	REGUL	HQ		AG		72060793789252002	72060793789252000	20220930
8	W00EFF	W1YMAA	02/04/22	OGC	Office of The General Counsel	Office of the General Counsel	6	1	0	33	40	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789311985	72060772313750348	20220930
7	W0ZUFF	WSTAFF		ARSTAFF	The Army Staff	Headquarters - Army Military Staff						EXCMIL	ARMY	WSOC	HQ		OFC		72060772313750349	72060772313750347	20220930
8	WSTAFF	W0Z4AA	02/04/22	OCAR	Office of the Chief Army Reserve	Office of the Chief Army Reserve	2	0	0	67	69	EXCMIL	ARMY	RESERV	HQ		OFC		72060793789254693	72060772313750349	20220930
8	WSTAFF	W00CAA	02/04/22	OCCH	Office of the Chief of Chaplains	Office of The Chief	28	0	5	15	48	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789260281	72060772313750349	20220930
8	WSTAFF	W00MAA	02/04/22	OCOE	Office of the Chief of Engineers	Office of The Chief	7	0	0	3	10	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789251712	72060772313750349	20220930
9	W00MAA	W6RQAA	10/01/21	AGC CW	Army Geospatial Center Civil Works	Army Corps of Engineers (Civil Works)	1	0	0	0	1	EXCMIL	ARMY	REGUL	MILSVC		DET		72060794322081255	72060793789251712	20220930
9	W00MAA	W6RNAA	11/01/21	AGC	Army Geospatial Center	Army Geospatial Center	2	1	6	191	200	EXCMIL	ARMY	REGUL	HQ		CTR		72060793789311711	72060793789251712	20220930
8	WSTAFF	W0ZUAA	05/01/22	OCSA	Office of the Chief of Staff of the Army	Office of the Chief of Staff	38	6	27	56	127	EXCMIL	ARMY	REGUL	HQ		STF		72060793789251710	72060772313750349	20220930
9	W0ZUAA	W0J7AA	02/04/22	ACR Ctr	Army Combat Readiness Center	Field Operating Agency (FOA)	12	11	4	123	150	EXCMIL	ARMY	REGUL	HQ		AG		72060793789252001	72060793789251710	20220930
9	W0ZUAA	W2H6AA	02/01/22	USAWC	United States Army War College	Direct Reporting Unit	92	1	15	335	443	EXCMIL	ARMY	REGUL	MILSVC		MC		72060793789251725	72060793789251710	20220930
8	WSTAFF	W0ZZAA	03/01/22	ODCS G-1	Office of the Deputy Chief of Staff for Personnel (G-1)	Office of the Deputy Chief of Staff	60	1	9	167	237	EXCMIL	ARMY	REGUL	HQ		OFC		72060793789254701	72060772313750349	20220930
9	W0ZZAA	W1J4AA	10/01/21	Army CHRA	Army Civilian Human Resources Agency	Direct Reporting Unit	0	0	0	65	65	EXCMIL	ARMY	REGUL	MILSVC		MC		72060793789311952	72060793789254701	20220930
10	W1J4AA	W6D7AA	10/01/21	CPOC Europ	Army Civilian Personnel Operations Center	Civilian Personnel Operations Center	0	0	0	19	19	EXCMIL	ARMY	REGUL	MILSVC		CTR		72060793789260297	72060793789311952	20220930
10	W1J4AA	W6D8AA	10/01/21	CPOC Korea	Army Civilian Personnel Operations Center Korea	Civilian Personnel Operations Center	0	0	0	86	86	EXCMIL	ARMY	REGUL	MILSVC		CTR		72060793789255950	72060793789311952	20220930
10	W1J4AA	W6D3AA	10/01/21	CPOC N Cen	Army Civilian Personnel Operations Center North Central	Civilian Personnel Operations Center	0	0	0	466	466	EXCMIL	ARMY	REGUL	MILSVC		CTR		72060793789259438	72060793789311952	20220930
10	W1J4AA	W6D2AA	10/01/21	CPOC NE	Army Civilian Personnel Operations Center Northeast	Civilian Personnel Operations Center	0	0	0	350	350	EXCMIL	ARMY	REGUL	MILSVC		CTR		72060793789256376	72060793789311952	20220930
10	W1J4AA	W6D6AA	10/01/21	CPOC S Cen	Army Civilian Personnel Operations Center South Central	Civilian Personnel Operations Center	0	0	0	456	456	EXCMIL	ARMY	REGUL	MILSVC		CTR		72060793789256520	72060793789311952	20220930
10	W1J4AA	W6D5AA	10/01/21	CPOC SW	Army Civilian Personnel Operations Center Southwest	Civilian Personnel Operations Center	0	0	0	477	477	EXCMIL	ARMY	REGUL	MILSVC		CTR		72060793789255998	72060793789311952	20220930
10	W1J4AA	W6D4AA	10/01/21	CPOC West	Army Civilian Personnel Operations Center West	Civilian Personnel Operations Center	0	0	0	426	426	EXCMIL	ARMY	REGUL	MILSVC		CTR		72060793789258744	72060793789311952	20220930
9	W0ZZAA	W6EDAA	10/04/21	AHRC	Army Human Resources Command	Direct Reporting Unit	219	16	172	1873	2280	EXCMIL	ARMY	REGUL	MILSVC		MC		72060793789254891	72060793789254701	20220930
10	W6EDAA	W6GRAA		Pre Accessions Grp	Army Pre-Accessions Group	Army Pre-Accessions Group	0	0	0	0	0	EXCMIL	ARMY	REGUL	MILSVC		ACT		72060795739418236	72060793789254891	20220930
9	W0ZZAA	W4CMAA	10/01/21	DA ACTEDS	Army Civilian Training and Education Development Student Detachment	Field Operating Agency (FOA)	0	0	0	206	206	EXCMIL	ARMY	REGUL	HQ		AG		72060793789254702	72060793789254701	20220930
9	W0ZZAA	W37NAA	10/03/21	HQ MEPS	Headquarters Military Entrance Processing Command	Headquarters Military Entrance Processing Command	10	0	7	332	349	EXCMIL	ARMY	REGUL	MILSVC		STF		72060793789254712	72060793789254701	20220930
10	W37NAA	W37PAA	10/02/21	MEPCOM Eas	Military Entrance Processing Command Eastern Sector	Military Entrance Processing Station (MEPS)	1	0	1	14	16	EXCMIL	ARMY	REGUL	MILSVC		ACT		72060793789254775	72060793789254712	20220930
