team_id,T_j_hat,A_hat_min,A_hat_max,L_C,roster_n,perf_span
270,0.4178433338426605,-1.312195727398667,4.0397237856740755,0.2916457696178168,15,5.351919513072742
271,-0.31225046908439275,-1.4806127750128442,0.9520779127474935,0.21293505553868136,15,2.4326906877603376
272,-0.020575967710365066,-1.400414180910855,1.5621329036691998,0.23910018131764632,15,2.962547084580055
273,0.6306811609820986,-0.6522870996555347,2.38819227224823,0.30087138090902876,15,3.0404793719037646
274,0.7126607931173564,-1.5813751111922665,2.667436731040039,0.31477354075171327,15,4.248811842232305
275,-0.4992251661325389,-1.6006625653333393,0.7462348545523884,0.19721594503094272,15,2.3468974198857278
276,-0.15097018175890314,-1.746135147377538,1.3809176173206301,0.22916969731555653,15,3.127052764698168
277,0.08578690407429859,-1.3042786866988552,2.078388985890524,0.24961755695598317,15,3.382667672589379
278,0.7157074995199032,-1.5180387855937725,3.4063605296891364,0.31426771045078633,15,4.924399315282908
279,0.4669679424872697,-1.6387054059150412,2.4491183359846245,0.28716856323786644,15,4.0878237418996655
280,-0.005867652882547277,-1.6237024513457894,2.885755126095455,0.24731654552322488,15,4.509457577441244
281,-0.22932535814838448,-1.6387054059150412,2.007023585997409,0.22654192636100198,15,3.64572899191245
282,0.362462029834904,-0.5874920679679648,2.5750712562089024,0.27514646115960695,15,3.162563324176867
283,-0.058980077301876814,-1.2569695410536386,1.3303840737547148,0.2346396264373011,15,2.5873536148083534
284,0.22523464641708904,-0.934816787374307,1.6215487936063417,0.26198044173598,15,2.556365580980649
285,-0.35419213980729775,-1.8473876787059413,1.267498156560987,0.21217299856908622,15,3.1148858352669286
286,0.5466975103560511,-2.135567960179089,2.4491183359846245,0.29933405985189065,15,4.584686296163714
287,-0.3525678930021114,-1.719923323438972,0.9769532067891983,0.2119870209552347,15,2.6968765302281703
288,-0.39067098316692894,-2.135567960179089,0.9157526671836514,0.20790733773461223,15,3.0513206273627405
289,1.2142154180907494,-0.46543223800516476,4.149214774075729,0.3655564267673134,15,4.614647012080893
290,-0.13840271862043696,-2.135567960179089,2.3929793201132323,0.23828632247550416,15,4.5285472802923215
291,-0.5127287592944515,-2.135567960179089,1.4666855582352574,0.20123259836702634,15,3.6022535184143463
292,0.0694133692442531,-1.5813751111922665,1.8989559804449794,0.2516377017145943,15,3.480331091637246
293,0.6076607780507268,-1.4230342971960315,3.1618636845478916,0.3053295672804403,15,4.584897981743923
294,0.13418145993441075,-1.5813751111922665,1.8416835585749214,0.25627535825524295,15,3.4230586697671876
295,-0.23569138781951254,-1.8223285237952325,1.9169672480370508,0.22909125030859848,15,3.7392957718322832
296,-0.01948987253616612,-1.3460329424444377,1.0687028748976952,0.23881630874132737,15,2.414735817342133
297,-0.3497016471449662,-1.547444936764502,1.2031060324976226,0.2108103566393883,15,2.7505509692621244
298,0.07162287120105125,-1.5813751111922665,1.398036795095967,0.24945325953664038,15,2.9794119062882336
