athlete_id,team_id,distinct_games,total_minutes,game_rows,canonical_team_id,kept
66960,2529,32,16.0,32,2529,True
66961,2597,35,286.0,35,2597,True
66962,2597,35,676.0,35,2597,True
66965,2598,32,1002.0,32,2598,True
66966,2598,32,6.0,32,2598,True
66967,2598,32,148.0,32,2598,True
66968,2598,32,28.0,32,2598,True
66969,2681,30,334.0,30,2681,True
66970,2681,30,474.0,30,2681,True
66971,2132,34,1065.0,34,2132,True
66972,2132,34,742.0,34,2132,True
66973,2363,33,276.0,33,2363,True
66973,2132,1,0.0,1,2363,False
66974,2132,34,241.0,34,2132,True
66975,2132,8,0.0,8,2132,True
66976,42,30,735.0,30,42,True
66977,42,30,57.0,30,42,True
66980,311,30,217.0,30,311,True
66981,311,30,196.0,30,311,True
66982,311,30,116.0,30,311,True
66984,311,30,517.0,30,311,True
66985,311,30,373.0,30,311,True
66986,160,32,1015.0,32,160,True
66987,160,32,787.0,32,160,True
66991,160,32,78.0,32,160,True
66992,160,32,92.0,32,160,True
66993,160,32,795.0,32,160,True
67004,2349,29,706.0,29,2349,True
67007,2349,29,227.0,29,2349,True
67009,2349,29,569.0,29,2349,True
67010,2349,29,313.0,29,2349,True
67014,2349,29,425.0,29,2349,True
67016,2908,36,80.0,36,2908,True
67017,2908,35,40.0,35,2908,True
67018,2908,36,764.0,36,2908,True
67019,2908,36,154.0,36,2908,True
67020,2908,35,772.0,35,2908,True
67023,2509,34,11.0,34,2509,True
67024,2325,33,736.0,33,2325,True
67025,46,33,105.0,33,46,True
67026,127,39,277.0,39,127,True
67027,127,39,659.0,39,127,True
67028,2006,35,822.0,35,2006,True
67029,2006,35,673.0,35,2006,True
67030,2006,35,272.0,35,2006,True
67031,2006,35,273.0,35,2006,True
67032,2050,30,802.0,30,2050,True
67033,159,29,0.0,29,159,True
67035,2050,30,108.0,30,2050,True
67036,2750,31,0.0,31,2750,True
67037,2050,30,861.0,30,2050,True
67038,189,33,110.0,33,189,True
67039,189,33,896.0,33,189,True
67040,189,33,190.0,33,189,True
67041,2084,33,1139.0,33,2084,True
67042,314,11,0.0,11,314,True
67043,2117,32,96.0,32,2117,True
67045,2117,32,563.0,32,2117,True
67046,2117,32,754.0,32,2117,True
67047,2117,32,887.0,32,2117,True
67048,2199,35,160.0,35,2199,True
67049,2199,35,1095.0,35,2199,True
67050,2199,35,0.0,35,2199,True
67051,2199,35,74.0,35,2199,True
67052,85,31,0.0,31,85,True
67053,2032,29,0.0,29,2032,True
67055,2309,35,14.0,35,2309,True
67056,2309,35,289.0,35,2309,True
67058,193,32,322.0,32,193,True
67059,193,32,75.0,32,193,True
67060,2459,30,0.0,30,2459,True
67061,2459,30,377.0,30,2459,True
67063,195,30,141.0,30,195,True
67064,195,30,1047.0,30,195,True
67065,195,30,400.0,30,195,True
67066,195,30,722.0,30,195,True
67067,2649,33,983.0,33,2649,True
67068,2649,33,15.0,33,2649,True
67069,2649,33,633.0,33,2649,True
67071,2649,33,423.0,33,2649,True
67072,2711,34,841.0,34,2711,True
67074,2711,34,235.0,34,2711,True
67075,85,31,435.0,31,85,True
67076,44,33,1088.0,33,44,True
67078,44,33,15.0,33,44,True
67079,44,33,3.0,33,44,True
67080,44,33,207.0,33,44,True
67081,44,33,0.0,33,44,True
67082,349,30,93.0,30,349,True
67084,349,30,55.0,30,349,True
67085,349,30,0.0,30,349,True
67086,349,30,149.0,30,349,True
67087,349,30,68.0,30,349,True
67088,349,30,0.0,30,349,True
67089,349,30,60.0,30,349,True
67091,349,30,75.0,30,349,True
67092,104,30,113.0,30,104,True
67093,104,30,79.0,30,104,True
67094,104,30,945.0,30,104,True
67095,104,30,8.0,30,104,True
67096,2083,34,352.0,34,2083,True
67097,2083,34,565.0,34,2083,True
67098,2083,34,185.0,34,2083,True
67099,2599,33,952.0,33,2599,True
67100,2229,33,319.0,33,2229,True
67102,2229,33,10.0,33,2229,True
67103,2229,33,708.0,33,2229,True
67105,2885,33,831.0,33,2885,True
67106,2885,33,48.0,33,2885,True
67107,2885,33,1203.0,33,2885,True
67108,2885,33,531.0,33,2885,True
67109,2885,33,256.0,33,2885,True
67112,344,32,744.0,32,344,True
67113,344,32,371.0,32,344,True
67115,331,34,797.0,34,331,True
67116,331,34,205.0,34,331,True
67117,331,34,1101.0,34,331,True
67118,331,34,511.0,34,331,True
67119,304,30,1039.0,30,304,True
67120,304,30,957.0,30,304,True
67121,304,30,442.0,30,304,True
67122,304,30,514.0,30,304,True
67123,270,30,0.0,30,270,True
67124,304,29,196.0,29,304,True
67125,304,30,106.0,30,304,True
67126,304,29,0.0,29,304,True
67128,147,30,598.0,30,147,True
67129,147,30,472.0,30,147,True
67131,155,30,1025.0,30,155,True
67133,2464,38,1293.0,38,2464,True
67134,2464,38,6.0,38,2464,True
67135,2464,38,760.0,38,2464,True
67137,2464,38,16.0,38,2464,True
67138,2464,38,233.0,38,2464,True
67139,2464,38,11.0,38,2464,True
67140,2464,38,1111.0,38,2464,True
67141,302,32,25.0,32,302,True
67143,300,34,619.0,34,300,True
67144,300,34,820.0,34,300,True
67145,300,34,368.0,34,300,True
67146,300,34,19.0,34,300,True
67147,300,34,298.0,34,300,True
67148,27,31,720.0,31,27,True
67150,2540,33,602.0,33,2540,True
67151,2540,33,0.0,33,2540,True
67152,2540,33,980.0,33,2540,True
67153,2540,33,79.0,33,2540,True
67154,232,33,1073.0,33,232,True
67156,232,33,381.0,33,232,True
67158,48,30,303.0,30,48,True
67159,48,30,838.0,30,48,True
67160,48,5,0.0,5,48,True
67161,48,30,568.0,30,48,True
67162,2182,30,656.0,30,2182,True
67164,2182,30,672.0,30,2182,True
67165,2182,30,0.0,30,2182,True
67166,2885,33,0.0,33,2885,True
67167,2275,34,576.0,34,2275,True
67168,2275,34,78.0,34,2275,True
67169,256,33,1050.0,33,256,True
67170,256,33,523.0,33,256,True
67171,256,33,662.0,33,256,True
67172,2142,33,0.0,33,2142,True
67173,256,33,831.0,33,256,True
67174,256,33,139.0,33,256,True
67175,350,32,361.0,32,350,True
67176,350,32,981.0,32,350,True
67177,111,35,63.0,35,111,True
67178,111,35,1167.0,35,111,True
67179,111,35,13.0,35,111,True
67180,2099,33,1062.0,33,2099,True
67181,119,32,820.0,32,119,True
67182,119,32,749.0,32,119,True
67183,2065,32,204.0,32,2065,True
67184,2729,33,812.0,33,2729,True
67185,2065,32,114.0,32,2065,True
67186,2729,33,1090.0,33,2729,True
67187,2065,32,395.0,32,2065,True
67188,2729,33,231.0,33,2729,True
67189,2729,33,322.0,33,2729,True
67190,2142,33,10.0,33,2142,True
67191,2142,33,56.0,33,2142,True
67192,2142,33,26.0,33,2142,True
67193,2142,33,0.0,33,2142,True
67194,2142,33,13.0,33,2142,True
67195,2142,33,7.0,33,2142,True
67196,2142,33,297.0,33,2142,True
67197,107,30,441.0,30,107,True
67198,107,30,731.0,30,107,True
67199,107,30,386.0,30,107,True
67200,107,30,0.0,30,107,True
67201,107,30,196.0,30,107,True
67202,322,33,994.0,33,322,True
67203,322,33,278.0,33,322,True
67204,322,33,391.0,33,322,True
67205,322,33,35.0,33,322,True
67206,2329,30,847.0,30,2329,True
67207,2329,30,467.0,30,2329,True
67208,2329,30,23.0,30,2329,True
67209,2097,32,0.0,32,2097,True
67210,2329,30,866.0,30,2329,True
67211,2329,30,14.0,30,2329,True
67213,2352,30,309.0,30,2352,True
67215,2426,32,419.0,32,2426,True
67216,2426,32,128.0,32,2426,True
67217,2426,32,152.0,32,2426,True
67219,2426,32,157.0,32,2426,True
67221,2426,32,0.0,32,2426,True
67222,2426,32,609.0,32,2426,True
67223,2026,29,127.0,29,2026,True
67227,236,32,702.0,32,236,True
67228,236,32,823.0,32,236,True
67231,2643,30,594.0,30,2643,True
67232,2643,30,155.0,30,2643,True
67233,2643,30,641.0,30,2643,True
67236,2166,32,750.0,32,2166,True
67238,2166,32,404.0,32,2166,True
67240,2166,32,17.0,32,2166,True
67241,2210,33,0.0,33,2210,True
67242,2210,33,194.0,33,2210,True
67243,2210,33,607.0,33,2210,True
67244,231,33,15.0,33,231,True
67245,231,33,888.0,33,231,True
67246,231,33,91.0,33,231,True
67247,292,31,0.0,31,292,True
67248,2306,32,807.0,32,2306,True
67249,2306,32,780.0,32,2306,True
67250,2306,32,572.0,32,2306,True
67253,2641,32,139.0,32,2641,True
67254,2641,32,35.0,32,2641,True
67255,2641,32,545.0,32,2641,True
67256,2641,32,781.0,32,2641,True
67257,2226,28,253.0,28,2226,True
67258,2226,28,924.0,28,2226,True
67260,2226,28,0.0,28,2226,True
67262,290,31,769.0,31,290,True
67263,290,31,702.0,31,290,True
67265,290,30,352.0,30,290,True
67266,290,31,14.0,31,290,True
67268,290,31,32.0,31,290,True
67269,290,31,14.0,31,290,True
67270,2430,33,947.0,33,2430,True
67271,2430,33,800.0,33,2430,True
67272,2430,33,639.0,33,2430,True
67274,2430,33,339.0,33,2430,True
67276,2535,32,460.0,32,2535,True
67277,2535,32,415.0,32,2535,True
67278,2247,35,0.0,35,2247,True
67280,2535,32,0.0,32,2535,True
67281,2535,32,30.0,32,2535,True
67282,2717,32,150.0,32,2717,True
67283,2747,35,860.0,35,2747,True
67284,2747,35,618.0,35,2747,True
67285,2747,35,6.0,35,2747,True
67286,2000,31,438.0,31,2000,True
67286,50,1,0.0,1,2000,False
67287,2000,31,748.0,31,2000,True
67287,50,1,0.0,1,2000,False
67289,2000,31,894.0,31,2000,True
67289,50,1,0.0,1,2000,False
67290,2000,31,216.0,31,2000,True
67290,50,1,0.0,1,2000,False
67291,2000,31,741.0,31,2000,True
67291,50,1,0.0,1,2000,False
67292,2000,31,902.0,31,2000,True
67292,50,1,0.0,1,2000,False
67293,2000,31,88.0,31,2000,True
67293,50,1,0.0,1,2000,False
67296,2000,31,269.0,31,2000,True
67297,2000,31,0.0,31,2000,True
67297,50,1,0.0,1,2000,False
67299,2110,29,249.0,29,2110,True
67305,2277,28,235.0,28,2277,True
67305,2428,1,0.0,1,2277,False
67306,142,32,0.0,32,142,True
67307,2277,28,626.0,28,2277,True
67307,2428,11,0.0,11,2277,False
67308,2277,28,631.0,28,2277,True
67308,2428,1,0.0,1,2277,False
67309,2277,28,299.0,28,2277,True
67309,2428,11,0.0,11,2277,False
67313,2916,29,847.0,29,2916,True
67314,2916,29,1020.0,29,2916,True
67316,2916,29,237.0,29,2916,True
67317,2916,29,1070.0,29,2916,True
67318,2916,29,0.0,29,2916,True
67319,2916,29,99.0,29,2916,True
67320,2916,29,16.0,29,2916,True
67322,2320,30,893.0,30,2320,True
67324,2320,30,828.0,30,2320,True
67325,2320,30,286.0,30,2320,True
67326,2320,30,624.0,30,2320,True
67327,2377,31,929.0,31,2377,True
67328,2377,31,196.0,31,2377,True
67330,2377,31,41.0,31,2377,True
67331,2443,29,669.0,29,2443,True
67333,2443,29,749.0,29,2443,True
67334,2443,29,893.0,29,2443,True
67335,2443,29,638.0,29,2443,True
67341,2099,33,422.0,33,2099,True
67342,2099,33,718.0,33,2099,True
67343,2099,33,631.0,33,2099,True
67346,2099,33,359.0,33,2099,True
67347,2447,29,0.0,29,2447,True
67348,2447,29,601.0,29,2447,True
67349,56,31,0.0,31,56,True
67351,2466,32,565.0,32,2466,True
67352,2217,31,648.0,31,2217,True
67353,2217,31,0.0,31,2217,True
67354,2217,31,171.0,31,2217,True
67355,314,35,798.0,35,314,True
67357,314,35,528.0,35,314,True
67358,314,35,13.0,35,314,True
67359,2363,33,681.0,33,2363,True
67360,2466,32,624.0,32,2466,True
67362,2363,33,146.0,33,2363,True
67363,2466,32,1009.0,32,2466,True
67364,2466,32,237.0,32,2466,True
67365,2368,32,180.0,32,2368,True
67366,2368,32,185.0,32,2368,True
67367,198,34,408.0,34,198,True
67368,198,34,761.0,34,198,True
67370,2405,33,305.0,33,2405,True
67371,2405,33,14.0,33,2405,True
67372,2405,33,0.0,33,2405,True
67373,2405,33,1062.0,33,2405,True
67375,2405,33,486.0,33,2405,True
67376,198,34,478.0,34,198,True
67377,2405,33,499.0,33,2405,True
67380,198,34,158.0,34,198,True
67381,198,34,687.0,34,198,True
67382,2534,35,104.0,35,2534,True
67383,2534,35,1004.0,35,2534,True
67384,2534,35,466.0,35,2534,True
67385,2534,35,40.0,35,2534,True
67386,2545,32,1013.0,32,2545,True
67387,2545,32,687.0,32,2545,True
67389,2545,32,455.0,32,2545,True
67392,2617,34,267.0,34,2617,True
67394,2617,34,649.0,34,2617,True
67395,2617,34,508.0,34,2617,True
67396,2617,34,102.0,34,2617,True
67397,2617,34,26.0,34,2617,True
67413,357,34,913.0,34,357,True
67414,357,34,656.0,34,357,True
67416,2172,30,0.0,30,2172,True
67417,2172,30,240.0,30,2172,True
67418,2870,31,970.0,31,2870,True
67419,2870,31,10.0,31,2870,True
67421,85,31,521.0,31,85,True
67422,85,31,396.0,31,85,True
67423,85,31,274.0,31,85,True
67424,85,31,61.0,31,85,True
67425,2437,29,823.0,29,2437,True
67426,2437,29,251.0,29,2437,True
67427,2449,33,1077.0,33,2449,True
67428,2449,33,919.0,33,2449,True
67430,2305,36,1207.0,36,2305,True
67431,2305,36,1060.0,36,2305,True
67432,2305,36,525.0,36,2305,True
67439,233,33,188.0,33,233,True
67440,2571,35,304.0,35,2571,True
67441,2571,35,114.0,35,2571,True
67442,2571,35,199.0,35,2571,True
67443,2571,35,27.0,35,2571,True
67444,2710,28,793.0,28,2710,True
67445,2710,28,290.0,28,2710,True
67446,2710,28,890.0,28,2710,True
67447,2710,28,403.0,28,2710,True
67449,2031,31,421.0,31,2031,True
67450,2031,31,458.0,31,2031,True
67451,2032,29,897.0,29,2032,True
67453,2247,35,255.0,35,2247,True
67456,2447,29,540.0,29,2447,True
67457,309,36,427.0,36,309,True
67458,309,36,63.0,36,309,True
67459,309,36,86.0,36,309,True
67460,2433,38,474.0,38,2433,True
67461,2433,38,547.0,38,2433,True
67462,2433,38,1384.0,38,2433,True
67463,2433,38,1347.0,38,2433,True
67464,2433,38,133.0,38,2433,True
67466,2433,38,59.0,38,2433,True
67467,6,33,1087.0,33,6,True
67469,6,33,582.0,33,6,True
67472,6,33,143.0,33,6,True
67473,326,31,714.0,31,326,True
67477,326,31,152.0,31,326,True
67479,326,31,288.0,31,326,True
67480,315,30,956.0,30,315,True
67481,250,31,470.0,31,250,True
67482,315,30,882.0,30,315,True
67483,315,30,980.0,30,315,True
67484,250,31,762.0,31,250,True
67485,250,31,368.0,31,250,True
67486,250,31,383.0,31,250,True
67487,315,30,886.0,30,315,True
67489,326,31,917.0,31,326,True
67490,315,30,656.0,30,315,True
67491,315,30,1.0,30,315,True
67493,2653,29,745.0,29,2653,True
67495,2653,29,26.0,29,2653,True
67497,2653,29,911.0,29,2653,True
67499,2520,33,463.0,33,2520,True
67502,2520,33,980.0,33,2520,True
67503,2520,33,368.0,33,2520,True
67504,98,32,109.0,32,98,True
67506,2612,34,937.0,34,2612,True
67507,98,32,602.0,32,98,True
67508,2612,34,76.0,34,2612,True
67511,2612,34,807.0,34,2612,True
67512,2612,34,927.0,34,2612,True
67513,2561,31,1134.0,31,2561,True
67514,2561,31,834.0,31,2561,True
67515,2561,31,17.0,31,2561,True
67516,2561,31,15.0,31,2561,True
67517,2561,31,225.0,31,2561,True
67518,2561,31,733.0,31,2561,True
67519,2561,7,0.0,7,2561,True
67520,2154,31,369.0,31,2154,True
67521,2154,31,834.0,31,2154,True
67522,2154,31,548.0,31,2154,True
67523,2154,31,389.0,31,2154,True
67524,2154,31,723.0,31,2154,True
67525,2154,31,13.0,31,2154,True
67526,2154,31,64.0,31,2154,True
67528,2169,36,603.0,36,2169,True
67529,2169,36,32.0,36,2169,True
67531,2169,36,222.0,36,2169,True
67532,2169,36,112.0,36,2169,True
67533,2169,36,814.0,36,2169,True
67534,2169,36,654.0,36,2169,True
67535,2261,35,169.0,35,2261,True
67536,2261,35,26.0,35,2261,True
67537,103,32,345.0,32,103,True
67538,2261,35,209.0,35,2261,True
67539,47,31,61.0,31,47,True
67540,47,32,37.0,32,47,True
67542,47,32,553.0,32,47,True
67543,59,31,2.0,31,59,True
67544,47,32,971.0,32,47,True
67546,47,32,922.0,32,47,True
67547,47,32,166.0,32,47,True
67548,47,32,243.0,32,47,True
67549,47,32,770.0,32,47,True
67550,5,36,940.0,36,5,True
67551,2379,33,549.0,33,2379,True
67552,2379,33,279.0,33,2379,True
67553,2379,33,916.0,33,2379,True
67554,2379,33,127.0,33,2379,True
67555,2379,33,871.0,33,2379,True
67556,2415,31,395.0,31,2415,True
67557,2415,31,398.0,31,2415,True
67558,2415,31,343.0,31,2415,True
67561,2390,38,6.0,38,2390,True
67562,152,36,9.0,36,152,True
67565,2448,32,495.0,32,2448,True
67566,258,34,17.0,34,258,True
67567,258,34,13.0,34,258,True
67569,2448,32,615.0,32,2448,True
67570,2448,32,717.0,32,2448,True
67571,2448,32,532.0,32,2448,True
67572,2448,32,74.0,32,2448,True
67573,2448,32,160.0,32,2448,True
67575,2448,32,518.0,32,2448,True
67576,2428,33,1042.0,33,2428,True
67577,2569,33,516.0,33,2569,True
67580,2569,33,783.0,33,2569,True
67582,2569,33,571.0,33,2569,True
67583,2011,29,870.0,29,2011,True
67584,2011,29,511.0,29,2011,True
67585,6,32,0.0,32,6,True
67588,2011,29,792.0,29,2011,True
67589,2011,29,0.0,29,2011,True
67590,2011,29,46.0,29,2011,True
67591,2011,29,40.0,29,2011,True
67592,2011,29,29.0,29,2011,True
67594,2296,32,799.0,32,2296,True
67595,2296,32,6.0,32,2296,True
67596,2296,32,658.0,32,2296,True
67597,2296,32,0.0,32,2296,True
67598,2296,32,523.0,32,2296,True
67600,2296,32,470.0,32,2296,True
67601,2400,32,962.0,32,2400,True
67603,2400,32,561.0,32,2400,True
67604,2545,32,0.0,32,2545,True
67605,2428,33,1065.0,33,2428,True
67607,2582,35,1055.0,35,2582,True
67608,2582,35,60.0,35,2582,True
67611,2640,35,96.0,35,2640,True
67614,2640,35,74.0,35,2640,True
67615,2640,35,0.0,35,2640,True
67616,158,31,129.0,31,158,True
67617,250,31,0.0,31,250,True
67619,158,31,551.0,31,158,True
67620,58,32,937.0,32,58,True
67621,58,32,215.0,32,58,True
67622,57,33,0.0,33,57,True
67623,59,31,605.0,31,59,True
67624,58,32,496.0,32,58,True
67625,58,32,753.0,32,58,True
67626,2567,34,15.0,34,2567,True
67627,2567,34,22.0,34,2567,True
67628,2116,30,1013.0,30,2116,True
67629,2351,31,0.0,31,2351,True
67630,2116,30,398.0,30,2116,True
67632,221,34,6.0,34,221,True
67633,183,31,803.0,31,183,True
67634,526,33,8.0,33,526,True
67636,526,33,20.0,33,526,True
67637,338,32,8.0,32,338,True
67640,288,31,698.0,31,288,True
67643,2230,31,12.0,31,2230,True
67644,2325,33,6.0,33,2325,True
67645,2603,31,1197.0,31,2603,True
67646,2603,31,108.0,31,2603,True
67647,2603,31,98.0,31,2603,True
67648,239,34,15.0,34,239,True
67649,66,34,26.0,34,66,True
67651,251,30,47.0,30,251,True
67651,93,4,0.0,4,251,False
67652,251,34,757.0,34,251,True
67654,251,34,724.0,34,251,True
67656,277,35,433.0,35,277,True
67657,2752,36,5.0,36,2752,True
67659,2502,29,10.0,29,2502,True
67663,253,29,644.0,29,253,True
67664,253,29,620.0,29,253,True
67665,253,29,448.0,29,253,True
67666,253,29,618.0,29,253,True
67667,253,29,416.0,29,253,True
67669,2097,32,19.0,32,2097,True
67670,2097,32,9.0,32,2097,True
67673,2506,32,587.0,32,2506,True
67674,2506,32,5.0,32,2506,True
67675,2294,34,676.0,34,2294,True
67676,2294,34,24.0,34,2294,True
67677,130,32,57.0,32,130,True
67678,256,33,6.0,33,256,True
67679,2429,32,5.0,32,2429,True
67680,292,31,0.0,31,292,True
67682,2572,19,444.0,19,2572,True
67685,2638,33,0.0,33,2638,True
67686,2638,33,0.0,33,2638,True
67692,225,31,0.0,31,225,True
67713,2006,35,625.0,35,2006,True
67714,2363,33,536.0,33,2363,True
67715,2005,31,31.0,31,2005,True
67717,2005,31,712.0,31,2005,True
67718,2005,31,0.0,31,2005,True
67719,2005,31,688.0,31,2005,True
67723,2005,31,0.0,31,2005,True
67724,68,34,1004.0,34,68,True
67725,68,34,704.0,34,68,True
67726,68,34,99.0,34,68,True
67727,68,34,886.0,34,68,True
67729,36,34,10.0,34,36,True
67732,2440,31,24.0,31,2440,True
67733,167,31,263.0,31,167,True
67734,167,31,765.0,31,167,True
67735,167,31,89.0,31,167,True
67737,167,31,871.0,31,167,True
67738,252,35,0.0,35,252,True
67739,2181,31,852.0,31,2181,True
67740,2181,31,0.0,31,2181,True
67741,339,36,232.0,36,339,True
67742,339,36,694.0,36,339,True
67743,339,36,667.0,36,339,True
67745,339,36,1079.0,36,339,True
67746,2287,35,560.0,35,2287,True
67747,2460,35,0.0,35,2460,True
67749,2724,35,750.0,35,2724,True
67750,2724,35,229.0,35,2724,True
67751,2724,35,421.0,35,2724,True
67752,2724,35,49.0,35,2724,True
67753,116,30,19.0,30,116,True
67755,116,30,24.0,30,116,True
67757,2597,35,7.0,35,2597,True
67797,2546,30,21.0,30,2546,True
67798,2635,30,792.0,30,2635,True
67801,2635,30,443.0,30,2635,True
67802,2635,30,243.0,30,2635,True
67803,2635,30,528.0,30,2635,True
67804,38,34,3.0,34,38,True
67805,38,34,15.0,34,38,True
67807,2483,36,20.0,36,2483,True
67808,204,31,0.0,31,204,True
67809,26,36,1222.0,36,26,True
67810,264,31,993.0,31,264,True
67811,264,31,447.0,31,264,True
67813,264,31,7.0,31,264,True
67814,264,31,1104.0,31,264,True
67847,99,33,9.0,33,99,True
67848,99,33,6.0,33,99,True
67854,142,32,1.0,32,142,True
67887,2210,33,6.0,33,2210,True
68078,2132,34,11.0,34,2132,True
68079,2449,33,9.0,33,2449,True
68080,2653,29,4.0,29,2653,True
68083,2250,38,52.0,38,2250,True
68084,2250,38,0.0,38,2250,True
68085,2250,38,31.0,38,2250,True
68087,299,15,0.0,15,299,True
68089,2351,31,764.0,31,2351,True
68090,2351,31,481.0,31,2351,True
68091,2492,32,0.0,32,2492,True
68092,301,31,4.0,31,301,True
68095,2617,34,239.0,34,2617,True
68098,2296,32,123.0,32,2296,True
68099,2428,33,94.0,33,2428,True
68100,2542,31,131.0,31,2542,True
68101,2542,30,119.0,30,2542,True
68102,2542,31,743.0,31,2542,True
68103,2542,31,850.0,31,2542,True
68105,2542,31,485.0,31,2542,True
68106,2542,31,651.0,31,2542,True
68107,2514,30,459.0,30,2514,True
68108,2514,30,158.0,30,2514,True
68109,2514,30,0.0,30,2514,True
68110,2016,32,0.0,32,2016,True
68113,2016,32,0.0,32,2016,True
68115,2016,32,598.0,32,2016,True
68116,2016,32,1075.0,32,2016,True
68117,2016,14,61.0,14,2016,True
68118,2755,29,676.0,29,2755,True
68119,2755,29,230.0,29,2755,True
68120,2755,29,175.0,29,2755,True
68124,2755,29,916.0,29,2755,True
68125,2755,29,642.0,29,2755,True
68127,2755,29,814.0,29,2755,True
68128,2400,32,175.0,32,2400,True
68129,2400,32,77.0,32,2400,True
68130,2934,33,914.0,33,2934,True
68133,166,34,989.0,34,166,True
68134,292,31,325.0,31,292,True
68136,292,31,581.0,31,292,True
68520,2504,33,63.0,33,2504,True
68522,2010,29,162.0,29,2010,True
68523,2010,29,859.0,29,2010,True
68525,2010,29,0.0,29,2010,True
68529,251,34,11.0,34,251,True
68530,251,34,8.0,34,251,True
68532,277,35,122.0,35,277,True
68533,277,35,14.0,35,277,True
68578,2529,32,0.0,32,2529,True
68694,2,35,204.0,35,2,True
68694,202,1,8.0,1,2,False
68695,2029,32,9.0,32,2029,True
68695,62,11,0.0,11,2029,False
68696,2029,6,0.0,6,2029,True
68697,2029,32,479.0,32,2029,True
68697,62,11,0.0,11,2029,False
68698,2029,32,814.0,32,2029,True
68698,62,11,0.0,11,2029,False
68699,2029,31,97.0,31,2029,True
68699,62,11,0.0,11,2029,False
68700,2029,31,156.0,31,2029,True
68700,62,11,0.0,11,2029,False
68806,13,29,16.0,29,13,True
68948,328,31,0.0,31,328,True
2229314,16,33,1104.0,33,16,True
2533607,3084,30,5.0,30,3084,True
2568945,2032,1,0.0,1,2032,True
2568983,2405,1,0.0,1,2405,True
2569061,2099,1,0.0,1,2099,True
2570068,2032,1,0.0,1,2032,True
2570075,2032,1,0.0,1,2032,True
2593270,2433,1,0.0,1,2433,True
2593271,2433,1,0.0,1,2433,True
2593272,2433,1,0.0,1,2433,True
2596557,2405,1,0.0,1,2405,True
2610607,2193,30,24.0,30,2193,True
2611318,59,31,4.0,31,59,True
2617916,2335,32,569.0,32,2335,True
2951047,163,30,428.0,30,163,True
2951048,163,1,0.0,1,163,True
2976198,2541,31,18.0,31,2541,True
2984730,2483,1,0.0,1,2483,True
2987876,2405,1,0.0,1,2405,True
2988762,2099,1,0.0,1,2099,True
2991394,2351,31,0.0,31,2351,True
2991959,2099,1,0.0,1,2099,True
2991962,2099,1,0.0,1,2099,True
2991964,2099,1,0.0,1,2099,True
2992461,2405,1,0.0,1,2405,True
2992462,2405,1,0.0,1,2405,True
2992550,55,30,9.0,30,55,True
2993525,2433,1,0.0,1,2433,True
2993526,2433,1,0.0,1,2433,True
2993527,2433,1,0.0,1,2433,True
3002699,21,36,11.0,36,21,True
3007773,41,29,7.0,29,41,True
3011822,2692,30,0.0,30,2692,True
3021700,2032,1,0.0,1,2032,True
3040037,248,32,1.0,32,248,True
3043210,23,20,21.0,20,23,True
3044856,344,32,0.0,32,344,True
3056613,23,20,56.0,20,23,True
3057223,2640,26,56.0,26,2640,True
3057388,2032,1,0.0,1,2032,True
3057389,2032,1,0.0,1,2032,True
3057390,2032,1,0.0,1,2032,True
3057401,2433,1,0.0,1,2433,True
3057402,2433,1,0.0,1,2433,True
3057403,2433,1,0.0,1,2433,True
3057404,2433,1,0.0,1,2433,True
3058272,232,33,281.0,33,232,True
3058796,338,32,59.0,32,338,True
3058797,338,32,760.0,32,338,True
3059404,2509,34,12.0,34,2509,True
3059414,71,33,993.0,33,71,True
3059512,79,33,418.0,33,79,True
3062754,2239,31,19.0,31,2239,True
3062804,325,34,932.0,34,325,True
3064324,2450,34,65.0,34,2450,True
3064332,2569,33,601.0,33,2569,True
3064703,2277,28,79.0,28,2277,True
3064703,2428,1,0.0,1,2277,False
3064977,2545,32,0.0,32,2545,True
3066775,2099,1,0.0,1,2099,True
3066777,2099,1,0.0,1,2099,True
3066834,2405,1,0.0,1,2405,True
3066835,2405,1,0.0,1,2405,True
3066836,2405,1,0.0,1,2405,True
3066837,2405,1,0.0,1,2405,True
3066838,2405,1,0.0,1,2405,True
3073477,2099,1,0.0,1,2099,True
3074800,2306,32,799.0,32,2306,True
3077412,2428,33,1097.0,33,2428,True
3077436,2466,32,19.0,32,2466,True
3077451,2582,35,504.0,35,2582,True
3077465,2640,35,0.0,35,2640,True
3077886,120,35,383.0,35,120,True
3078213,154,32,9.0,32,154,True
3078214,154,32,26.0,32,154,True
3078304,139,32,0.0,32,139,True
3078307,179,31,0.0,31,179,True
3078308,179,31,1.0,31,179,True
3078324,2210,33,10.0,33,2210,True
3078333,27,31,6.0,31,27,True
3078334,27,31,890.0,31,27,True
3078413,2172,30,3.0,30,2172,True
3078503,2459,30,807.0,30,2459,True
3078654,111,35,249.0,35,111,True
3078810,2127,31,0.0,31,2127,True
3078851,2692,30,3.0,30,2692,True
3078875,2515,34,0.0,34,2515,True
3078876,2515,34,11.0,34,2515,True
3078927,2377,31,264.0,31,2377,True
3079114,193,32,38.0,32,193,True
3079116,195,30,16.0,30,195,True
3079272,2405,1,0.0,1,2405,True
3079276,2349,29,962.0,29,2349,True
3079729,119,32,0.0,32,119,True
3079758,2006,32,18.0,32,2006,True
