# IPEDS Fall Enrollment Part A (ef{year}a), EFTOTLT where EFALEVEL=1 — total fall headcount.
# Generated by build_school_enrollment_from_ipeds.py — years 2004-2023.
# university must match r1_cs_departments.csv exactly.
university,year,total_enrollment
Worcester Polytechnic Institute,2022,7308
Worcester Polytechnic Institute,2023,7353
Yale University,2004,45764
Yale University,2005,45932
Yale University,2006,45660
Yale University,2007,45816
Yale University,2008,10192
Yale University,2009,11593
Yale University,2010,11701
Yale University,2011,11875
Yale University,2012,11906
Yale University,2013,12109
Yale University,2014,12336
Yale University,2015,12385
Yale University,2016,12458
Yale University,2017,12974
Yale University,2018,13433
Yale University,2019,13609
Yale University,2020,12060
Yale University,2021,14567
Yale University,2022,14776
Yale University,2023,15081
