athlete_id,team_id,points,minutes,missing_minutes_rows,missing_points_rows,distinct_games,game_rows,ppm
62548,2717,367.0,1056.0,1,1,32,32,0.3475378787878788
62551,2717,181.0,776.0,1,1,32,32,0.23324742268041238
62562,277,7.0,21.0,25,25,35,35,0.3333333333333333
62573,2400,297.0,635.0,9,9,32,32,0.46771653543307085
62587,2032,109.0,502.0,1,1,29,29,0.21713147410358566
62591,2296,256.0,619.0,12,12,32,32,0.4135702746365105
62592,231,535.0,991.0,2,2,33,33,0.5398587285570131
62593,231,112.0,562.0,1,1,33,33,0.199288256227758
62595,231,25.0,151.0,18,18,33,33,0.16556291390728478
62596,2261,345.0,1111.0,1,1,35,35,0.31053105310531054
62598,2261,135.0,659.0,5,5,35,35,0.20485584218512898
62600,2261,377.0,806.0,6,6,35,35,0.46774193548387094
62603,2261,29.0,183.0,14,14,35,35,0.15846994535519127
62606,155,34.0,124.0,15,15,30,30,0.27419354838709675
62609,2670,177.0,779.0,1,1,36,36,0.22721437740693196
62619,2217,140.0,547.0,7,7,31,31,0.25594149908592323
62620,2217,107.0,541.0,3,3,31,31,0.1977818853974122
62626,2443,308.0,684.0,1,0,29,29,0.4502923976608187
62630,2443,10.0,33.0,16,15,29,29,0.30303030303030304
62634,2450,6.0,120.0,7,7,34,34,0.05
62635,2450,496.0,995.0,2,2,34,34,0.4984924623115578
62638,163,7.0,23.0,19,19,30,30,0.30434782608695654
62650,94,305.0,805.0,1,0,30,30,0.37888198757763975
62653,94,334.0,619.0,1,0,30,30,0.5395799676898223
62654,94,178.0,542.0,2,1,30,30,0.3284132841328413
62657,94,99.0,403.0,9,8,30,30,0.2456575682382134
62661,2504,24.0,121.0,3,3,23,23,0.19834710743801653
62667,2458,375.0,822.0,1,1,30,30,0.4562043795620438
62668,2005,83.0,259.0,1,1,31,31,0.3204633204633205
62679,159,267.0,769.0,1,1,29,29,0.3472041612483745
62683,159,16.0,48.0,22,22,29,29,0.3333333333333333
62686,2166,367.0,671.0,1,1,32,32,0.5469448584202683
62687,2166,45.0,122.0,26,26,32,32,0.36885245901639346
62692,2169,33.0,150.0,12,12,36,36,0.22
62703,2241,644.0,1126.0,1,1,35,35,0.5719360568383659
62704,2241,114.0,508.0,2,2,35,35,0.22440944881889763
62706,2241,5.0,21.0,28,28,35,35,0.23809523809523808
62707,46,1.0,20.0,22,22,33,33,0.05
62709,325,148.0,709.0,1,0,34,34,0.20874471086036672
62715,2413,36.0,115.0,19,19,34,34,0.3130434782608696
62720,2352,8.0,58.0,12,12,30,30,0.13793103448275862
62721,2352,13.0,40.0,28,28,30,30,0.325
62725,2352,3.0,33.0,19,19,30,30,0.09090909090909091
62729,2390,317.0,1120.0,1,1,38,38,0.2830357142857143
62731,2261,310.0,722.0,9,9,35,35,0.4293628808864266
62734,2885,251.0,730.0,10,10,33,33,0.34383561643835614
62738,2640,306.0,755.0,8,8,35,35,0.4052980132450331
62747,2464,276.0,1045.0,2,2,38,38,0.2641148325358852
62748,2253,326.0,769.0,9,9,32,32,0.42392717815344605
62752,219,344.0,715.0,2,2,28,28,0.4811188811188811
62755,252,2.0,41.0,19,19,35,35,0.04878048780487805
62760,2628,36.0,74.0,19,19,33,33,0.4864864864864865
62770,2636,48.0,136.0,15,15,30,30,0.35294117647058826
62779,218,130.0,593.0,1,1,37,37,0.21922428330522767
62782,295,15.0,70.0,15,15,35,35,0.21428571428571427
62786,103,2.0,29.0,15,15,32,32,0.06896551724137931
62793,221,5.0,20.0,25,25,34,34,0.25
62798,2571,52.0,245.0,10,10,35,35,0.21224489795918366
62801,2459,206.0,494.0,9,9,30,30,0.41700404858299595
62805,270,289.0,868.0,2,2,30,30,0.33294930875576034
62810,2244,68.0,282.0,6,6,31,31,0.24113475177304963
62811,2244,294.0,711.0,4,4,31,31,0.41350210970464135
62815,2655,10.0,45.0,18,18,31,31,0.2222222222222222
62827,2011,235.0,639.0,1,1,29,29,0.3677621283255086
62829,2011,23.0,69.0,18,18,29,29,0.3333333333333333
62830,2011,9.0,25.0,23,23,29,29,0.36
62842,27,100.0,455.0,13,13,31,31,0.21978021978021978
62848,2750,5.0,85.0,21,21,31,31,0.058823529411764705
62849,2750,100.0,287.0,17,17,31,31,0.34843205574912894
62851,43,45.0,146.0,11,11,32,32,0.3082191780821918
62910,2415,110.0,375.0,5,5,31,31,0.29333333333333333
62967,2681,5.0,93.0,22,22,30,30,0.053763440860215055
62973,61,35.0,161.0,8,8,33,33,0.21739130434782608
62979,344,282.0,757.0,1,1,32,32,0.3725231175693527
63024,2182,14.0,53.0,22,22,30,30,0.2641509433962264
63029,30,6.0,104.0,14,14,32,32,0.057692307692307696
63030,238,0.0,52.0,22,22,35,35,0.0
63032,339,240.0,789.0,3,3,36,36,0.3041825095057034
63035,97,88.0,636.0,2,2,36,36,0.13836477987421383
63036,120,8.0,57.0,14,14,35,35,0.14035087719298245
63054,2415,140.0,663.0,3,3,31,31,0.21116138763197587
63057,2447,295.0,748.0,2,2,29,29,0.39438502673796794
63066,2016,232.0,628.0,2,2,32,32,0.36942675159235666
63068,2016,69.0,345.0,12,12,32,32,0.2
63080,331,40.0,174.0,4,4,34,34,0.22988505747126436
63084,339,425.0,948.0,2,2,36,36,0.44831223628691985
63086,62,451.0,934.0,2,2,35,35,0.4828693790149893
63089,2754,16.0,92.0,10,10,32,32,0.17391304347826086
63090,2032,0.0,20.0,21,21,29,29,0.0
63096,349,14.0,212.0,6,6,30,30,0.0660377358490566
63099,13,51.0,207.0,18,18,29,29,0.2463768115942029
63101,349,508.0,939.0,1,1,30,30,0.5410010649627263
63228,2010,148.0,503.0,1,1,29,29,0.294234592445328
63231,2010,64.0,296.0,1,1,29,29,0.21621621621621623
63233,2010,335.0,854.0,2,2,29,29,0.39227166276346603
63236,2514,153.0,517.0,1,1,30,30,0.29593810444874274
63280,2244,11.0,72.0,17,17,31,31,0.1527777777777778
63733,299,4.0,21.0,22,22,33,33,0.19047619047619047
63899,154,7.0,26.0,19,19,32,32,0.2692307692307692
63903,2579,35.0,179.0,12,12,33,33,0.19553072625698323
64470,164,4.0,20.0,26,26,32,32,0.2
64477,333,188.0,676.0,2,2,34,34,0.2781065088757396
64527,2379,48.0,351.0,4,4,33,33,0.13675213675213677
64666,2737,199.0,646.0,3,3,32,32,0.3080495356037152
64890,8,66.0,350.0,1,0,36,36,0.18857142857142858
65142,164,0.0,29.0,24,24,32,32,0.0
65302,2534,5.0,45.0,20,20,35,35,0.1111111111111111
65773,2447,242.0,460.0,4,4,29,29,0.5260869565217391
65799,2296,2.0,29.0,24,24,32,32,0.06896551724137931
65814,2226,276.0,635.0,6,6,28,28,0.4346456692913386
65847,2934,300.0,888.0,1,1,33,33,0.33783783783783783
65857,2046,68.0,387.0,8,8,30,30,0.17571059431524547
65907,13,2.0,48.0,20,20,29,29,0.041666666666666664
65963,108,4.0,21.0,21,21,30,30,0.19047619047619047
65992,2459,86.0,348.0,7,7,30,30,0.2471264367816092
65995,2908,99.0,248.0,21,21,36,36,0.39919354838709675
66075,127,2.0,23.0,26,26,39,39,0.08695652173913043
66099,2670,7.0,35.0,22,22,36,36,0.2
66102,2540,29.0,67.0,21,21,33,33,0.43283582089552236
66116,2567,177.0,796.0,1,0,34,34,0.22236180904522612
66117,2567,179.0,445.0,18,17,34,34,0.40224719101123596
66118,2567,241.0,725.0,1,0,34,34,0.33241379310344826
66119,2567,377.0,804.0,1,0,34,34,0.4689054726368159
66120,228,94.0,363.0,1,1,31,31,0.25895316804407714
66122,228,63.0,331.0,1,1,31,31,0.1903323262839879
66123,228,20.0,52.0,18,18,31,31,0.38461538461538464
66124,52,15.0,116.0,9,9,33,33,0.12931034482758622
66125,52,476.0,1110.0,1,1,33,33,0.42882882882882883
66127,59,111.0,651.0,1,1,31,31,0.17050691244239632
66128,59,180.0,566.0,1,1,31,31,0.31802120141342755
66129,2390,195.0,489.0,10,10,38,38,0.3987730061349693
66130,2390,247.0,824.0,7,7,37,37,0.29975728155339804
66133,152,126.0,681.0,1,1,36,36,0.18502202643171806
66135,152,425.0,1108.0,1,1,36,36,0.3835740072202166
66137,152,231.0,604.0,2,2,36,36,0.3824503311258278
66138,258,42.0,244.0,11,11,34,34,0.1721311475409836
66139,258,206.0,1065.0,2,2,34,34,0.19342723004694837
66140,154,105.0,454.0,1,1,32,32,0.23127753303964757
66141,154,36.0,89.0,25,25,32,32,0.4044943820224719
66144,161,105.0,327.0,9,9,29,29,0.3211009174311927
66147,66,158.0,488.0,2,2,34,34,0.3237704918032787
66150,66,51.0,148.0,18,18,34,34,0.34459459459459457
66152,2628,31.0,83.0,16,16,33,33,0.37349397590361444
66154,2628,79.0,256.0,5,5,33,33,0.30859375
66156,277,44.0,154.0,12,12,35,35,0.2857142857142857
66157,277,393.0,847.0,1,1,35,35,0.4639905548996458
66162,2086,9.0,25.0,25,25,34,34,0.36
66163,2086,337.0,856.0,4,4,34,34,0.39369158878504673
66164,305,53.0,123.0,11,11,32,32,0.43089430894308944
66165,305,301.0,773.0,2,2,32,32,0.38939197930142305
66169,269,225.0,673.0,1,1,32,32,0.3343239227340267
66170,66,275.0,679.0,9,9,34,34,0.4050073637702504
66174,222,38.0,145.0,9,9,36,36,0.2620689655172414
66175,2752,48.0,224.0,14,14,37,37,0.21428571428571427
66178,356,116.0,652.0,1,1,33,33,0.17791411042944785
66180,356,79.0,275.0,2,2,33,33,0.2872727272727273
66182,356,43.0,190.0,8,8,33,33,0.22631578947368422
66183,130,5.0,69.0,19,19,32,32,0.07246376811594203
66184,130,204.0,633.0,13,13,32,32,0.3222748815165877
66187,130,99.0,309.0,3,3,32,32,0.32038834951456313
66188,135,13.0,75.0,24,24,28,28,0.17333333333333334
66189,77,98.0,264.0,8,8,32,32,0.3712121212121212
66190,213,49.0,252.0,5,5,34,34,0.19444444444444445
66193,213,50.0,250.0,1,1,34,34,0.2
66194,2509,94.0,268.0,9,9,34,34,0.35074626865671643
66197,275,4.0,28.0,26,26,40,40,0.14285714285714285
66201,275,62.0,214.0,6,6,40,40,0.2897196261682243
66202,275,11.0,39.0,25,25,40,40,0.28205128205128205
66204,38,187.0,670.0,2,2,34,34,0.2791044776119403
66207,2483,177.0,831.0,1,1,36,36,0.21299638989169675
66208,2483,288.0,699.0,1,1,36,36,0.41201716738197425
66212,2492,31.0,205.0,14,14,32,32,0.15121951219512195
66215,204,43.0,222.0,2,2,31,31,0.19369369369369369
66217,24,229.0,820.0,1,1,37,37,0.27926829268292686
66220,26,17.0,99.0,25,25,36,36,0.1717171717171717
66225,30,41.0,144.0,12,12,32,32,0.2847222222222222
66232,254,99.0,288.0,13,13,35,35,0.34375
66241,2,140.0,534.0,12,12,35,35,0.26217228464419473
66242,2,61.0,261.0,5,5,28,28,0.23371647509578544
66248,61,304.0,942.0,1,1,33,33,0.3227176220806794
66249,61,36.0,250.0,11,11,33,33,0.144
66251,61,88.0,364.0,15,15,33,33,0.24175824175824176
66254,99,63.0,192.0,4,4,33,33,0.328125
66255,99,22.0,216.0,8,8,33,33,0.10185185185185185
66256,99,478.0,1081.0,2,2,33,33,0.4421831637372803
66257,99,20.0,114.0,17,17,33,33,0.17543859649122806
66259,142,232.0,713.0,9,9,32,32,0.32538569424964936
66263,142,121.0,424.0,2,2,32,32,0.28537735849056606
66264,2579,127.0,410.0,12,12,33,33,0.3097560975609756
66265,2579,81.0,282.0,8,8,33,33,0.2872340425531915
66269,2579,4.0,31.0,20,20,33,33,0.12903225806451613
66283,87,196.0,483.0,5,5,38,38,0.4057971014492754
66286,87,55.0,192.0,11,11,38,38,0.2864583333333333
66289,221,31.0,130.0,13,13,34,34,0.23846153846153847
66293,2567,94.0,492.0,1,0,34,34,0.1910569105691057
66296,239,327.0,940.0,5,5,34,34,0.3478723404255319
66299,239,42.0,298.0,3,3,34,34,0.14093959731543623
66300,201,160.0,459.0,3,3,35,35,0.3485838779956427
66303,201,4.0,65.0,18,18,35,35,0.06153846153846154
66307,197,65.0,276.0,4,4,32,32,0.23550724637681159
66308,197,86.0,250.0,10,10,32,32,0.344
66312,156,17.0,145.0,7,7,33,33,0.11724137931034483
66313,198,81.0,436.0,2,2,34,34,0.18577981651376146
66315,156,297.0,811.0,2,2,33,33,0.36621454993834773
66318,156,113.0,344.0,3,3,33,33,0.32848837209302323
66326,9,69.0,250.0,5,5,34,34,0.276
66327,25,241.0,648.0,10,10,33,33,0.37191358024691357
66329,25,46.0,280.0,4,4,33,33,0.16428571428571428
66332,8,629.0,1046.0,1,0,36,36,0.6013384321223709
66333,8,93.0,485.0,1,0,36,36,0.19175257731958764
66334,8,131.0,382.0,1,0,36,36,0.34293193717277487
66335,2309,54.0,361.0,2,2,35,35,0.14958448753462603
66336,164,230.0,919.0,1,1,32,32,0.250272034820457
66338,218,109.0,410.0,6,6,37,37,0.2658536585365854
66340,2550,26.0,265.0,1,1,31,31,0.09811320754716982
66341,2550,169.0,772.0,5,5,29,29,0.2189119170984456
66342,2550,54.0,256.0,10,10,31,31,0.2109375
66343,194,302.0,759.0,3,3,35,35,0.39789196310935443
66346,36,15.0,89.0,20,20,34,34,0.16853932584269662
66347,36,57.0,283.0,3,3,34,34,0.20141342756183744
66348,278,122.0,600.0,6,6,31,31,0.20333333333333334
66350,278,119.0,706.0,1,1,32,32,0.16855524079320114
66352,2440,363.0,873.0,1,1,31,31,0.41580756013745707
66354,2440,264.0,756.0,1,1,31,31,0.3492063492063492
66355,2440,66.0,305.0,9,9,31,31,0.21639344262295082
66356,2440,79.0,327.0,2,2,31,31,0.2415902140672783
66357,21,85.0,396.0,3,3,36,36,0.21464646464646464
66358,21,19.0,129.0,19,19,36,36,0.14728682170542637
66360,23,55.0,201.0,22,22,30,30,0.2736318407960199
66362,23,103.0,547.0,3,3,30,30,0.1882998171846435
66363,23,375.0,871.0,3,3,30,30,0.4305396096440873
66364,23,4.0,59.0,25,25,30,30,0.06779661016949153
66365,23,135.0,805.0,1,1,30,30,0.16770186335403728
66368,2439,26.0,63.0,23,23,33,33,0.4126984126984127
66370,328,10.0,72.0,17,17,31,31,0.1388888888888889
66372,328,168.0,654.0,1,1,31,31,0.25688073394495414
66373,155,119.0,370.0,10,10,30,30,0.3216216216216216
66379,2751,94.0,476.0,4,4,35,35,0.19747899159663865
66382,2168,444.0,1020.0,1,1,36,36,0.43529411764705883
66383,2168,66.0,407.0,7,7,36,36,0.16216216216216217
66385,2184,42.0,166.0,10,10,31,31,0.25301204819277107
66388,2184,86.0,217.0,9,9,31,31,0.39631336405529954
66389,2230,132.0,530.0,2,2,31,31,0.2490566037735849
66390,2230,148.0,416.0,9,9,31,31,0.3557692307692308
66393,2230,35.0,143.0,12,12,31,31,0.24475524475524477
66394,2244,275.0,879.0,2,2,31,31,0.31285551763367464
66398,113,16.0,109.0,24,24,32,32,0.14678899082568808
66400,113,96.0,310.0,3,3,32,32,0.3096774193548387
66402,227,542.0,1052.0,1,1,33,33,0.5152091254752852
66403,227,33.0,147.0,13,13,33,33,0.22448979591836735
66405,227,2.0,38.0,26,26,33,33,0.05263157894736842
66406,257,80.0,338.0,1,1,35,35,0.23668639053254437
66410,139,43.0,216.0,10,10,32,32,0.19907407407407407
66413,179,24.0,62.0,17,17,31,31,0.3870967741935484
66414,179,5.0,59.0,19,19,31,31,0.0847457627118644
66415,179,93.0,434.0,6,6,31,31,0.21428571428571427
66419,71,81.0,287.0,4,4,33,33,0.28222996515679444
66422,2181,0.0,23.0,24,24,31,31,0.0
66423,2287,231.0,1013.0,1,1,35,35,0.228035538005923
66425,2287,204.0,584.0,5,5,35,35,0.3493150684931507
66428,2287,139.0,606.0,3,3,35,35,0.22937293729372937
66429,2287,314.0,731.0,2,2,35,35,0.42954856361149113
66432,282,79.0,384.0,5,5,31,31,0.20572916666666666
66439,2623,11.0,20.0,29,29,31,31,0.55
66441,2623,111.0,418.0,1,1,31,31,0.26555023923444976
66443,2460,12.0,60.0,16,16,35,35,0.2
66446,2460,39.0,115.0,7,7,35,35,0.3391304347826087
66453,79,139.0,638.0,1,1,33,33,0.21786833855799373
66455,79,22.0,223.0,3,3,33,33,0.09865470852017937
66458,279,377.0,893.0,2,2,31,31,0.4221724524076148
66459,279,184.0,595.0,7,7,31,31,0.3092436974789916
66462,2492,133.0,571.0,10,10,32,32,0.2329246935201401
66463,2492,12.0,102.0,11,11,32,32,0.11764705882352941
66466,2492,43.0,267.0,8,8,32,32,0.16104868913857678
66468,2492,192.0,519.0,4,4,32,32,0.3699421965317919
66470,2501,155.0,484.0,2,2,33,33,0.3202479338842975
66471,2501,18.0,148.0,8,8,33,33,0.12162162162162163
66473,2608,66.0,216.0,5,5,31,31,0.3055555555555556
66475,301,70.0,357.0,1,1,31,31,0.19607843137254902
66478,2541,64.0,267.0,9,9,32,32,0.2397003745318352
66480,2541,44.0,286.0,3,3,32,32,0.15384615384615385
66485,2066,56.0,258.0,6,6,32,32,0.21705426356589147
66487,2066,8.0,98.0,13,13,32,32,0.08163265306122448
66488,2066,101.0,286.0,19,19,32,32,0.3531468531468531
66489,2378,119.0,480.0,11,11,30,30,0.24791666666666667
66490,2378,9.0,21.0,28,28,30,30,0.42857142857142855
66491,2378,83.0,398.0,7,7,30,30,0.20854271356783918
66494,2378,44.0,154.0,20,20,30,30,0.2857142857142857
66496,2619,34.0,211.0,12,12,35,35,0.16113744075829384
66501,2193,163.0,587.0,3,3,30,30,0.2776831345826235
66502,2193,587.0,798.0,1,1,30,30,0.7355889724310777
66503,2193,82.0,527.0,2,2,30,30,0.1555977229601518
66507,526,15.0,92.0,19,19,33,33,0.16304347826086957
66508,294,188.0,582.0,1,1,32,32,0.3230240549828179
66509,294,39.0,323.0,6,6,32,32,0.12074303405572756
66512,294,15.0,128.0,15,15,32,32,0.1171875
66513,338,44.0,235.0,7,6,32,32,0.18723404255319148
66515,2382,17.0,104.0,22,22,35,35,0.16346153846153846
66519,2382,18.0,149.0,6,6,35,35,0.12080536912751678
66522,2454,51.0,256.0,3,3,35,35,0.19921875
66525,2454,383.0,954.0,1,1,35,35,0.40146750524109015
66526,94,83.0,209.0,13,12,30,30,0.39712918660287083
66527,94,109.0,376.0,4,3,30,30,0.2898936170212766
66528,94,31.0,113.0,12,11,30,30,0.2743362831858407
66529,94,110.0,374.0,2,1,30,30,0.29411764705882354
66530,94,104.0,261.0,4,4,30,30,0.39846743295019155
66531,94,9.0,43.0,20,20,30,30,0.20930232558139536
66533,56,99.0,492.0,1,1,31,31,0.20121951219512196
66536,149,50.0,322.0,2,2,33,33,0.15527950310559005
66537,149,84.0,249.0,5,5,33,33,0.3373493975903614
66543,2458,81.0,193.0,7,7,30,30,0.41968911917098445
66544,2458,24.0,145.0,13,13,30,30,0.16551724137931034
66546,2502,313.0,822.0,2,2,29,29,0.38077858880778587
66548,2502,101.0,415.0,7,7,29,29,0.2433734939759036
66549,2502,40.0,142.0,15,15,29,29,0.28169014084507044
66551,16,7.0,25.0,21,21,33,33,0.28
66556,2692,394.0,845.0,6,6,30,30,0.4662721893491124
66557,2097,233.0,841.0,4,4,32,32,0.27705112960760997
66564,324,423.0,719.0,1,1,34,34,0.588317107093185
66567,324,2.0,51.0,23,23,34,34,0.0392156862745098
66571,2272,65.0,312.0,11,11,33,33,0.20833333333333334
66572,2272,118.0,366.0,3,3,33,33,0.3224043715846995
66576,2335,133.0,560.0,12,12,32,32,0.2375
66579,2344,172.0,687.0,1,1,34,34,0.25036390101892286
66582,2344,23.0,53.0,18,18,34,34,0.4339622641509434
66584,2506,14.0,88.0,11,11,32,32,0.1590909090909091
66586,2506,254.0,822.0,1,1,32,32,0.30900243309002434
66588,97,78.0,292.0,5,5,36,36,0.2671232876712329
66589,97,356.0,807.0,2,2,28,28,0.44114002478314746
66590,97,4.0,27.0,28,28,36,36,0.14814814814814814
66592,97,24.0,101.0,15,15,36,36,0.2376237623762376
66593,235,178.0,682.0,2,2,32,32,0.26099706744868034
66594,235,37.0,94.0,23,23,31,31,0.39361702127659576
66595,235,201.0,528.0,4,4,32,32,0.3806818181818182
66596,235,5.0,24.0,22,22,32,32,0.20833333333333334
66597,235,358.0,796.0,5,5,32,32,0.44974874371859297
66599,2633,14.0,48.0,3,3,7,7,0.2916666666666667
66600,183,104.0,366.0,6,6,31,31,0.28415300546448086
66602,183,75.0,404.0,2,2,31,31,0.18564356435643564
66603,183,10.0,89.0,18,18,31,31,0.11235955056179775
66606,84,417.0,882.0,2,2,34,34,0.47278911564625853
66609,84,97.0,366.0,2,2,34,34,0.2650273224043716
66610,84,154.0,631.0,2,2,34,34,0.24405705229793978
66611,269,265.0,704.0,8,8,32,32,0.37642045454545453
66616,96,1.0,20.0,26,26,39,39,0.05
66617,96,29.0,163.0,16,16,39,39,0.17791411042944785
66619,96,25.0,75.0,20,20,39,39,0.3333333333333333
66625,245,67.0,283.0,8,8,33,33,0.23674911660777384
66627,245,88.0,240.0,8,8,33,33,0.36666666666666664
66629,245,16.0,70.0,20,20,33,33,0.22857142857142856
66631,2427,7.0,25.0,24,24,31,31,0.28
66634,2427,23.0,95.0,21,21,31,31,0.24210526315789474
66635,2427,130.0,341.0,7,7,31,31,0.3812316715542522
66639,2678,352.0,572.0,12,12,30,30,0.6153846153846154
66640,2678,145.0,364.0,1,1,30,30,0.3983516483516483
66641,2678,308.0,700.0,2,2,30,30,0.44
66643,2737,357.0,879.0,1,1,32,32,0.4061433447098976
66646,2737,2.0,31.0,21,21,32,32,0.06451612903225806
66647,2737,116.0,353.0,5,5,32,32,0.3286118980169972
66649,2670,297.0,761.0,1,1,36,36,0.3902759526938239
66650,2670,171.0,499.0,3,3,36,36,0.342685370741483
66653,13,274.0,642.0,5,5,29,29,0.42679127725856697
66656,13,228.0,703.0,2,2,29,29,0.32432432432432434
66665,2463,338.0,926.0,1,1,33,33,0.3650107991360691
66666,62,347.0,985.0,3,3,35,35,0.3522842639593909
66667,62,18.0,90.0,15,15,35,35,0.2
66669,62,196.0,589.0,1,1,35,35,0.33276740237691
66671,62,240.0,608.0,1,1,35,35,0.39473684210526316
66672,299,5.0,26.0,21,21,33,33,0.19230769230769232
66680,41,136.0,665.0,4,4,35,35,0.20451127819548873
66682,333,230.0,541.0,6,6,34,34,0.42513863216266173
66685,252,82.0,307.0,2,2,35,35,0.2671009771986971
66687,252,60.0,407.0,2,2,35,35,0.14742014742014742
66689,2597,121.0,327.0,3,3,35,35,0.37003058103975534
66691,2130,111.0,574.0,1,1,32,32,0.19337979094076654
66692,2130,33.0,294.0,11,11,32,32,0.11224489795918367
66693,2130,59.0,320.0,3,3,32,32,0.184375
66694,2130,50.0,223.0,13,13,32,32,0.2242152466367713
66695,2130,41.0,89.0,20,20,32,32,0.4606741573033708
66697,2253,49.0,292.0,11,11,32,32,0.1678082191780822
66701,2253,36.0,74.0,19,19,32,32,0.4864864864864865
66707,70,16.0,49.0,24,24,30,30,0.32653061224489793
66709,70,47.0,203.0,9,9,30,30,0.2315270935960591
66711,166,54.0,322.0,7,7,34,34,0.16770186335403728
66713,166,9.0,43.0,24,24,34,34,0.20930232558139536
66714,2547,22.0,150.0,16,16,34,34,0.14666666666666667
66715,2547,104.0,412.0,8,8,34,34,0.2524271844660194
66726,140,12.0,57.0,25,25,33,33,0.21052631578947367
66727,140,45.0,307.0,4,4,33,33,0.1465798045602606
66730,3084,63.0,234.0,11,11,30,30,0.2692307692307692
66731,2429,48.0,149.0,11,11,32,32,0.3221476510067114
66737,2348,18.0,100.0,16,16,36,36,0.18
66738,276,303.0,713.0,1,1,32,32,0.42496493688639553
66740,276,60.0,124.0,27,27,32,32,0.4838709677419355
66741,2640,428.0,1053.0,1,1,35,35,0.40645773979107314
66743,2393,27.0,151.0,19,19,36,36,0.17880794701986755
66748,249,129.0,428.0,2,2,31,31,0.3014018691588785
66750,295,134.0,722.0,1,1,35,35,0.18559556786703602
66751,295,58.0,236.0,7,7,35,35,0.2457627118644068
66752,295,4.0,58.0,20,20,35,35,0.06896551724137931
66754,2458,31.0,48.0,21,21,30,30,0.6458333333333334
66761,2572,385.0,914.0,1,1,29,29,0.4212253829321663
66765,2655,34.0,186.0,9,9,31,31,0.1827956989247312
66768,2655,47.0,119.0,22,22,31,31,0.3949579831932773
66772,202,55.0,238.0,2,2,34,34,0.23109243697478993
66774,202,4.0,37.0,21,21,34,34,0.10810810810810811
66776,202,20.0,98.0,12,12,34,34,0.20408163265306123
66779,5,231.0,763.0,2,2,36,36,0.30275229357798167
66781,5,228.0,604.0,2,2,36,36,0.37748344370860926
66788,2636,108.0,350.0,6,6,30,30,0.30857142857142855
66790,2636,348.0,870.0,1,1,30,30,0.4
66791,325,24.0,116.0,13,12,34,34,0.20689655172413793
66793,325,60.0,211.0,5,4,34,34,0.2843601895734597
66797,2739,39.0,235.0,4,4,33,33,0.16595744680851063
66798,2739,9.0,73.0,16,16,33,33,0.1232876712328767
66802,270,53.0,254.0,11,11,30,30,0.20866141732283464
66803,270,2.0,45.0,18,18,30,30,0.044444444444444446
66805,270,52.0,196.0,5,5,30,30,0.2653061224489796
66806,270,9.0,87.0,10,10,30,30,0.10344827586206896
66808,2473,175.0,463.0,5,5,33,33,0.3779697624190065
66812,82,10.0,54.0,21,21,34,34,0.18518518518518517
66814,82,133.0,562.0,2,2,34,34,0.23665480427046262
66815,82,83.0,534.0,5,5,34,34,0.15543071161048688
66816,82,13.0,69.0,18,18,34,34,0.18840579710144928
66819,2674,28.0,94.0,19,19,34,34,0.2978723404255319
66820,2674,151.0,633.0,2,2,34,34,0.23854660347551343
66822,2750,38.0,231.0,5,5,31,31,0.1645021645021645
66823,2437,31.0,97.0,8,8,29,29,0.31958762886597936
66825,2754,68.0,336.0,15,15,32,32,0.20238095238095238
66827,225,303.0,939.0,2,2,31,31,0.3226837060702875
66829,225,249.0,433.0,14,14,31,31,0.5750577367205543
66833,171,145.0,459.0,1,1,28,28,0.3159041394335512
66834,171,55.0,203.0,6,6,28,28,0.270935960591133
66835,171,96.0,322.0,9,9,28,28,0.2981366459627329
66837,171,10.0,60.0,9,9,28,28,0.16666666666666666
66840,172,315.0,743.0,2,2,30,30,0.423956931359354
66841,172,4.0,26.0,18,18,30,30,0.15384615384615385
66843,159,34.0,190.0,2,2,29,29,0.17894736842105263
66845,159,40.0,149.0,2,2,29,29,0.2684563758389262
66847,159,0.0,33.0,17,17,29,29,0.0
66848,108,115.0,346.0,1,1,30,30,0.33236994219653176
66849,108,4.0,43.0,18,18,30,30,0.09302325581395349
66853,219,45.0,154.0,6,6,28,28,0.2922077922077922
66857,43,61.0,292.0,5,5,32,32,0.2089041095890411
66858,43,87.0,276.0,7,7,32,32,0.31521739130434784
66859,43,6.0,26.0,28,28,32,32,0.23076923076923078
66863,2046,19.0,107.0,9,9,30,30,0.17757009345794392
66867,2057,65.0,150.0,6,6,33,33,0.43333333333333335
66868,2057,8.0,42.0,19,19,33,33,0.19047619047619047
66869,2057,22.0,124.0,3,3,33,33,0.1774193548387097
66870,2057,32.0,73.0,14,14,33,33,0.4383561643835616
66873,153,420.0,862.0,1,1,38,38,0.4872389791183295
66875,163,178.0,398.0,1,1,30,30,0.4472361809045226
66876,163,298.0,828.0,1,1,30,30,0.35990338164251207
66879,163,11.0,60.0,12,12,30,30,0.18333333333333332
66884,2197,35.0,144.0,10,10,33,33,0.24305555555555555
66885,2197,15.0,81.0,14,14,33,33,0.18518518518518517
66893,55,66.0,222.0,16,16,31,31,0.2972972972972973
66894,55,21.0,86.0,15,15,30,30,0.2441860465116279
66898,55,163.0,681.0,1,1,31,31,0.2393538913362702
66905,93,12.0,24.0,25,25,35,35,0.5
66908,2565,217.0,608.0,5,5,28,28,0.3569078947368421
66912,2546,106.0,447.0,3,3,30,30,0.2371364653243848
